Row Labels, NWorksheets, NFormulas, NRelatedWorksheets, NErrorCells, NNamedRanges, NFormulasReferring, NFormulasReferred, NFormulasOnce, NFormulasMore, NFormulasMost
208213_26 12  2011.xlsx,13,234,4,0,0,19,17,4,15,63
208214_26.12.2011.xlsx,1,0,0,0,0,0,0,0,0,0
208215_26-12.xlsx,13,349,4,0,0,24,25,3,22,77
208216_26-12-1.xlsx,13,346,4,0,0,21,19,3,19,96
208217_2612.xlsx,13,198,4,0,0,18,14,4,14,63
208218_26-1.12.2011.xlsx,13,210,4,0,0,17,16,4,13,63
208219_BBSF T 30-01-2012.xls,1,13,0,0,0,4,4,2,2,7
208222_%284+5%2910-1-2012.xlsx,2,288,0,0,0,5,6,0,6,157
208223_IBTF T 26-1-2012.xlsx,23,968,0,0,0,198,638,44,154,14
208224_IBTF P 26-1-2012.xlsx,25,1395,22,0,0,632,1131,481,533,48
"208228_BASY, 17012012.xlsx",2,0,0,0,0,0,0,0,0,0
208233_BBS-T-280112.xls,1,8,0,0,0,0,0,8,0,1
208235_SHRQ-T-26-01.xlsx,2,55,0,0,0,12,16,13,7,14
208236_SHRQ-P-26-01.xlsx,2,55,0,0,0,12,16,13,7,14
"208245_BASY, 31012012.xlsx",2,0,0,0,0,0,0,0,0,0
208247_%284+5%2921-12-201.xlsx,2,431,0,0,0,4,4,0,4,228
208252_QNB-Syria %28P-T.xls,2,27,0,0,0,7,10,21,4,4
208261_New Microsoft Excel Worksheet.xls,3,0,0,0,0,0,0,0,0,0
208263_BBS-P-260112.xls,5,14,1,0,0,13,22,14,0,1
208265_8-9.xls,1,8,0,0,0,8,1,8,0,1
208266_1.xls,1,2,0,0,0,1,0,0,1,2
208267_2.xls,1,3,0,0,0,2,7,1,1,2
208268_3.xls,1,4,0,0,0,1,12,0,1,4
208269_4.xls,1,0,0,0,0,0,0,0,0,0
208270_5.xls,1,0,0,0,0,0,0,0,0,0
208271_6.xls,1,4,0,0,0,2,29,1,1,3
208272_7.xls,1,4,0,0,0,1,0,0,1,4
"208274_BASY, 30012012.xlsx",2,0,0,0,0,0,0,0,0,0
208276_BBSF-P-29-01.xlsx,1,42,0,0,0,10,14,6,7,14
208281_13-12-2011.xlsx,1,0,0,0,0,0,0,0,0,0
208283_BBSY-T-30.01.xlsx,1,14,0,0,0,1,0,0,1,14
208284_BBSY-P-30.01.xlsx,1,39,0,0,0,10,14,7,7,12
208285_IBTF T 2-2-2012.xls,3,36,0,0,0,19,58,6,13,4
208286_IBTF P 2-2-2012.xls,5,77,2,1,0,57,117,50,12,15
208295_QNB-Syria %28P-T.xls,2,25,0,0,0,6,10,21,3,4
208299_27.10.2011E.xlsx,1,96,0,0,0,2,2,0,2,64
208300_27.10.2011$.xlsx,1,190,0,0,0,2,2,0,2,127
208302_BBSY-P-18.01.xlsx,1,39,0,0,0,10,14,7,7,12
208303_BBSY-T-18.01.xlsx,1,14,0,0,0,1,0,0,1,14
208312_frbk-t14-01-20.xlsx,4,51,1,0,0,19,17,13,8,10
208313_frbk-p14.01 2012.xlsx,3,35,0,0,0,14,20,7,11,8
"208326_BASY, 14012012.xlsx",2,0,0,0,0,0,0,0,0,0
208329_01.11.2011.xlsx,1,0,0,0,0,0,0,0,0,0
208330_01-1.11.2011.xlsx,13,210,4,0,0,17,16,4,13,63
"208331_BASY, 09012012.xlsx",2,0,0,0,0,0,0,0,0,0
208333_Basy Daily CB Reports 16-01-2012.xlsx,6,0,0,0,0,0,0,0,0,0
208336_BBSY-P-15.01.xlsx,1,39,0,0,0,10,14,7,7,12
208337_BBSY-T-15.01.xlsx,1,14,0,0,0,1,0,0,1,14
208339_Daily CBS Report-20122011.xlsx,10,697,3,0,0,29,42,11,23,124
208344_ARABS-PT-08-01-2012.xls,2,39,1,0,0,22,16,19,5,6
208345_18 -10-2011.xlsx,2,6,0,0,0,1,0,4,1,2
"208348_BASY, 15012012.xlsx",2,0,0,0,0,0,0,0,0,0
208350_Basy Daily CB Reports 19-01-2012.xlsx,6,0,0,0,0,0,0,0,0,0
208360_14.11.2011$.xlsx,1,142,0,0,0,2,2,0,2,95
208361_14.11.2011E.xlsx,1,48,0,0,0,2,2,0,2,32
208362_QNB-Syria %28P-T.xls,2,25,0,0,0,6,10,21,3,4
208365_05.10.2011.xlsx,13,210,4,0,0,17,16,4,13,63
208367_05-1.10.2011.xlsx,1,0,0,0,0,0,0,0,0,0
208369_12.12.2011.xlsx,1,238,0,0,0,2,2,0,2,162
208373_IBTF T 11-1-2012.xlsx,10,396,0,0,0,81,261,18,63,14
208374_IBTF P 11-1-2012.xlsx,12,631,9,0,0,263,476,198,217,50
208377_BBS-P-150112.xls,5,14,1,0,0,13,22,14,0,1
208378_1-2-2012.xlsx,2,38,0,0,0,2,7,0,2,19
208380_30.10.2011.xlsx,13,210,4,0,0,17,16,4,13,63
208381_30-1.10.2011.xlsx,1,0,0,0,0,0,0,0,0,0
208385_SIIB-P-10-1.xlsx,1,0,0,0,0,0,0,0,0,0
208386_SIIB-T-10-1.xlsx,1,0,0,0,0,0,0,0,0,0
208388_BBS-T-100112.xls,1,8,0,0,0,0,0,8,0,1
208390_New tabels 31-1-2012.xls,3,320,0,0,0,12,4,0,12,96
208393_BBSY-P-09.01.xlsx,1,39,0,0,0,10,14,7,7,12
208394_BBSY-T-09.01.xlsx,1,14,0,0,0,1,0,0,1,14
208395_ARABS-PT-09-01-2012.xls,2,39,1,0,0,22,16,19,5,6
208396_frbk-t15-01-20.xlsx,4,51,1,0,0,19,17,13,8,10
208397_frbk-p15.01 2012.xlsx,3,35,0,0,0,14,20,7,11,8
208400_Daily CBS Report-15012012.xlsx,10,719,3,0,0,29,45,17,23,124
208405_Daily CBS Report-31102011.xlsx,10,682,3,0,0,29,49,12,23,124
208411_BBSF-P-14-01.xlsx,2,85,0,0,0,20,28,13,14,14
208413_18-12-2011.xlsx,2,38,0,0,0,2,7,0,2,19
208414_Daily CBS Report-20102011.xlsx,10,677,3,0,0,27,41,9,23,124
208415_06 -12-2011.xlsx,2,38,0,0,0,2,7,0,2,19
208421_Daily Withdraw.xlsx,13,214,4,0,0,20,27,4,16,63
208425_Daily Withdraw.xlsx,13,214,4,0,0,20,27,4,16,63
208426_6.xls,1,4,0,0,0,2,29,1,1,3
208427_3.xls,1,4,0,0,0,1,12,0,1,4
208428_8-9-.xls,1,8,0,0,0,8,1,8,0,1
208429_1.xls,1,0,0,0,0,0,0,0,0,0
208430_2.xls,1,1,0,0,0,1,2,1,0,1
208431_7.xls,1,11,0,0,0,4,5,1,3,4
208432_4.xls,1,0,0,0,0,0,0,0,0,0
208433_5.xls,1,0,0,0,0,0,0,0,0,0
208441_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,15,0,0,0,9,9,6,3,5
208446_3-11-2011.xlsx,1,0,0,0,0,0,0,0,0,0
208451_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,15,0,0,0,9,9,6,3,5
208465_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,18,0,0,0,10,10,5,6,5
208469_11 -10-2011.xlsx,3,12,1,0,0,7,0,10,1,2
208472_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,15,0,0,0,9,9,6,3,5
208474_3.xls,1,4,0,0,0,1,12,0,1,4
208475_4.xls,1,0,0,0,0,0,0,0,0,0
208476_5.xls,1,0,0,0,0,0,0,0,0,0
208477_6.xls,1,4,0,0,0,2,29,1,1,3
208478_7.xls,1,4,0,0,0,1,0,0,1,4
208479_8+9.xls,1,8,0,0,0,8,1,8,0,1
208480_1.xls,1,0,0,0,0,0,0,0,0,0
208481_2.xls,1,3,0,0,0,2,7,1,1,2
208486_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,15,0,0,0,9,9,6,3,5
208494_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,18,0,0,0,10,10,5,6,5
208496_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,15,0,0,0,9,9,6,3,5
208502_22-1-2012.xlsx,1,38,0,0,0,2,7,0,2,19
208512_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,15,0,0,0,9,9,6,3,5
208524_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,15,0,0,0,9,9,6,3,5
208529_CMC362 23-01-2012.xlsx,2,66,0,0,0,11,15,7,9,14
208531_SHRQ-T-24-01.xlsx,2,55,0,0,0,12,16,13,7,14
208532_SHRQ-P-24-01.xlsx,2,55,0,0,0,12,16,13,7,14
208534_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,15,0,0,0,9,9,6,3,5
208535_BBS-T-020212.xls,1,8,0,0,0,0,0,8,0,1
208537_SIIB.xlsx,3,0,0,0,0,0,0,0,0,0
208541_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,15,0,0,0,9,9,6,3,5
208546_QNB-Syria %28P-T.xls,2,25,0,0,0,6,10,21,3,4
208549_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,18,0,0,0,10,10,5,6,5
208553_BBS-P-21 01 12.xls,5,14,1,0,0,13,21,14,0,1
208558_BBSY-P-01.02.xlsx,1,39,0,0,0,10,14,7,7,12
208559_BBSY-T-01.02.xlsx,1,14,0,0,0,1,0,0,1,14
208564_BBSF-P-28-01.xlsx,1,42,0,0,0,10,14,6,7,14
208572_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,15,0,0,0,9,9,6,3,5
208576_BBSF T 26-01-2012.xls,1,13,0,0,0,4,4,2,2,7
208583_BBSF-P-18-01.xlsx,1,42,0,0,0,10,14,6,7,14
"208587_BASY, 26012012.xlsx",2,0,0,0,0,0,0,0,0,0
208591_IBTF T 21-1-2012.xlsx,18,748,0,0,0,153,493,34,119,14
208592_IBTF P 21-1-2012.xlsx,20,1104,17,0,0,489,878,369,415,50
208594_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,15,0,0,0,9,9,6,3,5
208597_26 -01 -2012- P - BOJS.xlsx,5,59,0,0,0,13,16,9,8,14
208598_26-01-2012-t bojs.xlsx,5,59,0,0,0,13,16,9,8,14
208599_%3F%3F%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F.xlsx,3,0,0,0,0,0,0,0,0,0
208606_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,15,0,0,0,9,9,6,3,5
208613_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,15,0,0,0,9,9,6,3,5
208620_31 -01 -2012- P - BOJS -.xlsx,5,59,0,0,0,13,16,9,8,14
208621_31-01-2012-t bojs.xlsx,5,59,0,0,0,13,16,9,8,14
208623_SHRQ-T-17-01.xlsx,2,55,0,0,0,12,16,13,7,14
208624_SHRQ-P-17-01.xlsx,2,55,0,0,0,12,16,13,7,14
208627_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,15,0,0,0,9,9,6,3,5
208631_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,15,0,0,0,9,9,6,3,5
208633_BBS-P-24 01 12.xls,5,13,1,0,0,12,14,13,0,1
208638_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,18,0,0,0,10,10,5,6,5
208641_SIIB-P-19-1.xlsx,1,0,0,0,0,0,0,0,0,0
208642_SIIB-T-19-1.xlsx,1,0,0,0,0,0,0,0,0,0
208646_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,18,0,0,0,10,10,5,6,5
208648_BBS-T-170112.xls,1,7,0,0,0,0,0,7,0,1
208652_BBS-T-220112.xls,1,49,0,0,0,3,4,7,3,14
208656_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,15,0,0,0,9,9,6,3,5
208664_frbk-t25-01-20.xlsx,4,51,1,0,0,19,17,13,8,10
208665_frbk-p25.01 2012.xlsx,3,37,0,0,0,13,19,6,10,8
208669_%3F%3F%3F%3F%3F%3F%3F%3F%3F%3F %3F%3F%3F.xlsx,3,0,0,0,0,0,0,0,0,0
"208670_BASY, 24012012.xlsx",2,0,0,0,0,0,0,0,0,0
208674_SGB-PT-25-01-2012.xlsx,2,55,1,0,0,25,12,21,6,14
208681_BBS-P-31 01 12.xls,5,14,1,0,0,13,21,14,0,1
208684_QNB-Syria %28P-T.xls,2,25,0,0,0,6,10,21,3,4
208688_CMC362 24-01-2012.xlsx,3,67,1,0,0,12,15,8,9,14
"208693_BASY, 25012012.xlsx",2,0,0,0,0,0,0,0,0,0
208706_SIIB-P-31-1.xlsx,1,0,0,0,0,0,0,0,0,0
208707_SIIB-T-31-1.xlsx,1,0,0,0,0,0,0,0,0,0
208715_24.01.2012-3.xlsx,1,0,0,0,0,0,0,0,0,0
208723_BBS-T-150112.xls,1,8,0,0,0,0,0,8,0,1
208725_BBS-P-120112.xls,5,14,1,0,0,13,22,14,0,1
208727_ARABS-PT-11-01-2012.xls,2,39,1,0,0,22,16,19,5,6
208729_BBSF T 12-01-2012.xls,1,13,0,0,0,4,4,2,2,7
208730_IBTF T 8-1-2012.xlsx,7,264,0,0,0,54,174,12,42,14
208731_IBTF P 8-1-2012.xlsx,9,454,6,0,0,176,323,131,146,50
208734_SIIB-P-8-1.xlsx,1,0,0,0,0,0,0,0,0,0
208735_SIIB-T-8-1.xlsx,1,0,0,0,0,0,0,0,0,0
208743_QNB-Syria %28P-T.xls,2,24,0,0,0,6,10,21,3,3
208746_SGB-PT-16-1-2012.xlsx,2,37,1,0,0,17,0,15,2,14
208747_SHRQ-T-16-01.xlsx,2,55,0,0,0,13,16,13,8,14
208748_SHRQ-P-16-01.xlsx,2,55,0,0,0,13,16,13,8,14
208759_SIIB-P-16-1.xlsx,1,0,0,0,0,0,0,0,0,0
208760_SIIB-T-16-1.xlsx,1,0,0,0,0,0,0,0,0,0
208764_BBSY-P-10.01.xlsx,1,39,0,0,0,10,14,7,7,12
208765_BBSY-T-10.01.xlsx,1,14,0,0,0,1,0,0,1,14
208769_SIIB-P-9-1.xlsx,1,0,0,0,0,0,0,0,0,0
208770_SIIB-T-9-1.xlsx,1,0,0,0,0,0,0,0,0,0
208771_SGB-PT-14-1-2012.xlsx,4,45,3,0,0,25,10,23,4,14
208773_BBSF-P-12-01.xlsx,2,85,0,0,0,20,28,13,14,14
208781_Copy of CMC362 14-01-2012.xlsx,3,68,1,0,0,14,14,9,9,14
208783_BBSF T 15-01-2012.xls,1,13,0,0,0,4,4,2,2,7
"208784_BASY, 10012012.xlsx",2,0,0,0,0,0,0,0,0,0
20879_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,15,0,0,0,9,9,6,3,5
208791_QNB-Syria %28P-T.xls,2,24,0,0,0,6,10,21,3,3
208811_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,15,0,0,0,9,9,6,3,5
208823_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,15,0,0,0,9,9,6,3,5
208838_%3F%3F%3F%3F%3F%3F%3F%3F%3F%3F %3F%3F%3F.xlsx,3,0,0,0,0,0,0,0,0,0
208844_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,15,0,0,0,9,9,6,3,5
208860_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,15,0,0,0,9,9,6,3,5
208862_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,15,0,0,0,9,9,6,3,5
208871_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,15,0,0,0,9,9,6,3,5
208875_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,15,0,0,0,9,9,6,3,5
208884_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,15,0,0,0,9,9,6,3,5
209001_Book2.xlsx,1,90,0,0,0,5,5,0,5,18
209163_%3F%3F%3F%3F%3F 2.xlsx,3,0,0,0,0,0,0,0,0,0
209164_%3F%3F%3F%3F%3F.2011xlsx.xlsx,3,0,0,0,0,0,0,0,0,0
209168_%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F%3F.xls,3,0,0,0,0,0,0,0,0,0
209284_$-%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F .xls,3,0,0,0,0,0,0,0,0,0
209453_%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F%3F.xls,3,15,0,0,0,12,0,9,3,2
"209594_Major Works , .xls",3,0,0,0,0,0,0,0,0,0
209882_data analysis for SWGC.xls,1,0,0,0,0,0,0,0,0,0
209912_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,4,182,0,0,0,6,56,0,6,60
210144_%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F%3F.xls,3,4353,4,0,0,75,130,0,110,786
210145_%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F.xls,3,2478,4,0,0,53,72,0,63,455
210146_%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F.xls,3,3667,4,0,0,65,128,0,93,686
210243_STAFF LIST QUALIFICATION.xls,2,1,0,0,0,1,0,1,0,1
210287_Starting Date m.xls,1,0,0,0,0,0,0,0,0,0
210288_January_2012.xlsx,0,0,0,0,0,0,0,0,0,0
210314_20 -11-2011.xlsx,1,2,0,0,0,0,0,2,0,1
210315_Daily CBS Report-19012012.xlsx,10,718,3,0,0,29,48,16,23,124
210316_Daily CBS Report-27122011.xlsx,10,699,3,0,0,29,42,13,23,124
210319_Basy Daily CB Reports 22-12-2011.xlsx,6,0,0,0,0,0,0,0,0,0
210321_1 %26 3 %26 6 %26 7 .xlsx,8,370,4,0,0,28,46,2,44,124
210323_original software.xlsx,3,0,0,0,0,0,0,0,0,0
210330_1.11.2011$.xlsx,1,237,0,0,0,2,2,0,2,162
210331_1.11.2011E.xlsx,1,96,0,0,0,3,4,1,3,63
210350_20-12-2011.xlsx,1,0,0,0,0,0,0,0,0,0
210355_Daily Withdraw.xlsx,13,213,4,0,0,20,27,4,16,63
210356_Daily Withdraw-1.xlsx,13,213,4,0,0,20,27,4,16,63
210357_New tabels 24-10-2011.xls,3,318,0,0,0,12,4,0,12,96
210358_%284+5%298-1-2012.xlsx,2,240,0,0,0,5,6,0,6,126
210359_%284+5%2912-1-2012.xlsx,2,240,0,0,0,5,6,0,6,126
210393_Daily Withdraw.xlsx,13,214,4,0,0,20,27,4,16,63
210396_2-11-2011.xlsx,1,0,0,0,0,0,0,0,0,0
210397_Daily CBS Report-09012012.xlsx,10,715,3,0,0,29,42,13,23,124
210404_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,20,0,0,0,11,11,5,7,5
210432_21-12-2011.xlsx,1,38,0,0,0,2,7,0,2,19
210433_Basy Daily CB Reports 12-12-2011.xlsx,6,0,0,0,0,0,0,0,0,0
210435_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,15,0,0,0,9,9,6,3,5
210437_Daily CBS Report-06122011.xlsx,10,689,3,0,0,27,41,11,23,124
210439_Daily CBS Report-09102011.xlsx,10,658,3,0,0,27,40,8,23,124
210452_30-10-2011.xlsx,3,6,1,0,0,3,0,4,1,2
210470_30-11-2011.xlsx,1,0,0,0,0,0,0,0,0,0
210488_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,20,0,0,0,11,11,5,7,5
210498_New tabels 21-11-2011.xls,3,320,0,0,0,12,4,0,12,96
210500_New tabels 26-10-2011.xls,3,318,0,0,0,12,4,0,12,96
210503_10-10-2011.xlsx,1,0,0,0,0,0,0,0,0,0
210514_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,18,0,0,0,10,10,5,6,5
210519_Basy Daily CB Reports 29112011.xlsx,6,0,0,0,0,0,0,0,0,0
210560_Basy Daily CB Reports 20112011.xlsx,6,0,0,0,0,0,0,0,0,0
210562_Daily forms 1 .xlsx,8,370,4,0,0,28,46,2,44,124
210567_11-10-2011.xlsx,1,0,0,0,0,0,0,0,0,0
210583_New tabels 23-10-2011.xls,3,318,0,0,0,12,4,0,12,96
210584_26.10.2011.xlsx,1,0,0,0,0,0,0,0,0,0
210585_26-1.10.2011.xlsx,13,210,4,0,0,17,16,4,13,63
210588_02-01-2012.xlsx,1,0,0,0,0,0,0,0,0,0
210592_Daily Withdraw.xlsx,13,214,4,0,0,20,27,4,16,63
210614_Daily CBS Report-03112011.xlsx,10,672,3,0,0,31,43,14,23,124
210615_New tabels 9-10-2011.xls,3,318,0,0,0,12,4,0,12,96
210621_%284+5%2925-1-2012.xlsx,2,384,0,0,0,5,6,0,6,219
210622_Daily Withdraw.xlsx,13,213,4,0,0,20,27,4,16,63
210623_Daily Withdraw-1.xlsx,13,213,4,0,0,20,27,4,16,63
210624_New tabels 7-12-2011.xls,3,320,0,0,0,12,4,0,12,96
210625_Daily CBS Report-26012012.xlsx,10,714,3,0,0,31,45,15,23,124
210647_18.10.2011 $.xlsx,1,238,0,0,0,2,2,0,2,163
210648_18.10.2011E.xlsx,1,96,0,0,0,3,4,1,3,63
210650_29.112011$.xlsx,1,190,0,0,0,2,2,0,2,131
210651_29.11.2011E.xlsx,1,96,0,0,0,3,4,1,3,63
210653_29-01-2012.xlsx,1,0,0,0,0,0,0,0,0,0
210659_31-10-2011.xlsx,3,10,1,0,0,5,0,8,1,2
210671_New tabels 24-1-2012.xls,3,365,1,0,0,13,6,0,13,96
210678_Basy Daily CB Reports 05-01-2012.xlsx,6,0,0,0,0,0,0,0,0,0
210702_4+5%2920-12-2011.xlsx,2,335,0,0,0,4,4,0,4,164
210703_Basy Daily CB Reports 27-12-2011.xlsx,6,0,0,0,0,0,0,0,0,0
210706_19-10-2011.xlsx,1,0,0,0,0,0,0,0,0,0
210714_11.12.2011.xlsx,13,210,4,0,0,17,16,4,13,63
210715_11 12  2011.xlsx,13,233,4,0,0,19,17,4,15,63
210716_11-1.12.2011.xlsx,1,0,0,0,0,0,0,0,0,0
210717_11-12.xlsx,13,342,4,0,0,24,26,3,22,80
210718_11-12-1.xlsx,13,346,4,0,0,21,19,3,19,96
210719_11-12-2.xlsx,13,198,4,0,0,18,14,4,14,63
210725_Daily CBS Report-16102011.xlsx,10,677,3,0,0,29,41,9,23,124
210729_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,15,0,0,0,9,9,6,3,5
210731_Daily CBS Report-19102011.xlsx,10,678,3,0,0,29,42,10,23,124
210750_Basy Daily CB Reports 01-12-2011.xlsx,6,0,0,0,0,0,0,0,0,0
210756_20.10.2011E.xlsx,1,48,0,0,0,2,2,0,2,32
210757_20.10.2011$.xlsx,1,333,0,0,0,2,2,0,2,226
210759_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,20,0,0,0,11,11,5,7,5
210764_6.12.2011E.xlsx,1,48,0,0,0,2,2,0,2,32
210765_6.12.2011$.xlsx,1,141,0,0,0,2,2,0,2,94
210773_Basy Daily CB Reports 23102011.xls,6,0,0,0,0,0,0,0,0,0
210784_Daily CBS Report-02112011.xlsx,10,672,3,0,0,27,40,8,23,124
210786_23-1-2012.xlsx,1,38,0,0,0,2,7,0,2,19
210787_New tabels 18-10-2011.xls,3,318,0,0,0,12,4,0,12,96
210790_Daily CBS Report-25012012.xlsx,10,716,3,0,0,29,42,15,23,124
210792_28-12-2011.xlsx,1,0,0,0,0,0,0,0,0,0
210805_Basy Daily CB Reports 15-01-2012.xlsx,6,0,0,0,0,0,0,0,0,0
210807_Basy Daily CB Reports 07-01-2012.xlsx,6,0,0,0,0,0,0,0,0,0
210822_21.11.2011$.xlsx,1,142,0,0,0,2,2,0,2,94
210823_21.11.2011E.xlsx,1,48,0,0,0,2,2,0,2,32
210825_Basy Daily CB Reports 25102011.xls,6,0,0,0,0,0,0,0,0,0
210826_Daily CBS Report-16112011.xlsx,10,675,3,0,0,27,41,7,23,124
210836_1-11-2011.xlsx,1,0,0,0,0,0,0,0,0,0
210843_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,18,0,0,0,10,10,5,6,5
210845_Daily CBS Report-22012012.xlsx,10,719,3,0,0,29,43,17,23,124
210846_New tabels 29-11-2011.xls,3,320,0,0,0,12,4,0,12,96
210856_09.10.2011.xlsx,1,0,0,0,0,0,0,0,0,0
210857_09-1.10.2011.xlsx,13,210,4,0,0,17,16,4,13,63
210864_22-12-2011.xlsx,1,0,0,0,0,0,0,0,0,0
210872_20-12-2011.xlsx,1,38,0,0,0,2,7,0,2,19
210884_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,18,0,0,0,10,10,5,6,5
210888_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,15,0,0,0,9,9,6,3,5
210890_14-11-2011.xlsx,1,0,0,0,0,0,0,0,0,0
210893_Basy Daily CB Reports 02-01-2012.xlsx,6,0,0,0,0,0,0,0,0,0
210894_Basy Daily CB Reports 29102011.xls,6,0,0,0,0,0,0,0,0,0
210895_%284+5%2922-1-2012.xlsx,2,384,0,0,0,6,8,1,7,188
210896_Daily CBS Report-20112011.xlsx,10,679,3,0,0,29,42,13,23,124
210898_27-12-2011.xlsx,1,38,0,0,0,2,7,0,2,19
210900_Daily Withdraw.xlsx,13,213,4,0,0,20,27,4,16,63
210904_01-11-2011.xlsx,3,12,1,0,0,5,0,10,1,2
210906_%3F%3F%3F%3F%3F%3F %3F%3F%3F%3F%3F%3F%3F.xlsx,1,18,0,0,0,10,10,5,6,5
210914_SGB-PT-23-01-2012.xlsx,2,56,1,0,0,25,13,21,6,14
210915_SGB-PT-21-01-2012.xlsx,2,43,1,0,0,23,9,21,3,14
210916_SGB-19-01-2012.xlsx,2,43,1,0,0,24,9,24,3,14
210917_SGB-PT-22-01-2012.xlsx,2,54,1,0,0,23,6,19,5,14
210918_ARABS-PT-28-01-2012.xls,3,45,2,0,0,29,16,25,5,6
210921_BBS-T-290112.xls,1,7,0,0,0,0,0,7,0,1
210923_BBS Fx Rate 29-01-2012.xls,3,0,0,0,0,0,0,0,0,0
210927_BBS-P-190112.xls,5,14,1,0,0,13,22,14,0,1
210930_SIIB-P-1-2.xlsx,1,0,0,0,0,0,0,0,0,0
210931_SIIB-T-1-2.xlsx,1,0,0,0,0,0,0,0,0,0
210932_frbk-p21.01 2012.xlsx,3,37,0,0,0,13,19,6,10,8
210933_frbk-t21-01-20.xlsx,4,51,1,0,0,19,17,13,8,10
210937_BBSF-P-22-01.xlsx,1,42,0,0,0,10,14,6,7,14
210938_SHRQ-T-22-01.xlsx,3,96,0,0,0,25,32,26,15,14
210939_SHRQ-P-22-01.xlsx,3,96,0,0,0,25,32,26,15,14
210940_SHRQ-P-31-01.xlsx,2,55,0,0,0,12,16,13,7,14
