FileName,NWorksheets,NFunctions,NUniqueFunctions,Ncells,NNonEmptyCells,Nformulas,NUniqueFormulas,NRelatedWorksheets,NErrorCells,NNamedRanges,NUDFs, NFormulasReferring,NFormulasReferred,NFormulasOnce,NFormulasMore,NFormulasMost,NFunctionUsingList9
monika_causholli__28161__London.xls,3,1,1,458,458,11,1,0,0,0,0,1,0,0,1,11,0
monika_causholli__28162__volatility.xls,3,6,5,673,673,3,3,0,0,0,0,3,3,3,0,1,0
monika_causholli__28163__London.xls,3,1,1,3723,3723,4,1,0,0,0,0,1,0,0,1,4,0
monika_causholli__28164__volatility.xls,3,6,5,673,673,3,3,0,0,0,0,3,3,3,0,1,0
monika_causholli__28165__volatility.xls,3,7,5,675,675,4,4,0,0,0,0,4,3,4,0,1,0
monika_causholli__28166__Foex Prices.xls,3,6,3,106,106,25,5,0,0,0,0,5,2,0,5,17,0
monika_causholli__28167__for karen.xls,3,14,3,1000,1000,15,13,0,0,0,0,13,3,12,1,3,0
monika_causholli__28168__Correlations.xls,3,0,0,2812,2812,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28169__Foex Prices.xls,3,4,2,113,113,15,3,0,0,0,0,3,6,2,1,13,0
monika_causholli__28170__Foex Prices.xls,3,2,2,111,111,13,1,0,0,0,0,1,2,0,1,13,0
monika_causholli__28171__CASH COST ANALYSIS.xls,2,3,1,304,304,40,3,0,0,0,0,3,1,0,3,20,0
monika_causholli__28172__Dirk.xls,3,3,3,193,193,7,2,0,0,0,0,2,2,0,2,5,0
monika_causholli__28173__Correlations.xls,3,1,1,8949,8949,367,1,0,0,0,0,1,2,0,1,367,0
monika_causholli__28174__Fluff Correlations.xls,3,6,4,3133,3095,10,4,0,0,0,0,4,5,1,3,4,0
monika_causholli__28175__ADS.xls,3,3,3,1342,1342,3,2,0,0,0,0,2,2,1,1,2,0
monika_causholli__28176__Tissue.xls,3,2,2,622,622,2,1,0,0,0,0,1,2,0,1,2,0
monika_causholli__28177__Foex Prices.xls,3,6,3,140,140,7,5,0,0,0,0,5,6,4,1,3,0
monika_causholli__28178__Pulp-Newsprint-Corrugated.xls,4,7,3,9538,9537,76,8,1,0,0,0,8,20,3,8,28,0
monika_causholli__28179__Correlations.xls,3,5,2,11664,11664,2221,3,1,0,0,0,3,6,1,2,1332,0
monika_causholli__28180__corrfor Rickard.xls,3,2,2,3704,3704,1,1,0,0,0,0,1,2,1,0,1,0
monika_causholli__28181__Foex Prices.xls,3,4,3,125,125,5,3,0,0,0,0,3,2,2,1,3,0
monika_causholli__28182__pulpex.xls,3,0,0,494,494,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28183__Intitial.xls,3,0,0,499,499,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28184__Bank of America Report.xls,4,2,2,111,111,22,2,0,0,0,0,2,2,1,1,21,0
monika_causholli__28185__pulpex.xls,3,0,0,2076,2076,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28186__Initial.xls,3,0,0,2577,2577,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28187__Foex Prices.xls,3,4,3,130,130,5,3,0,0,0,0,3,2,2,1,3,0
monika_causholli__28188__Cecils.xls,5,2,2,551,551,3,1,0,0,0,0,1,2,0,1,3,0
monika_causholli__28189__RISI Forecast_I.xls,1,0,0,148,148,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28190__RISI Forecast.xls,3,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28192__Salesperson Consolidation.xls,3,76,1,8693,7826,446,76,0,0,0,0,76,6,25,51,56,0
monika_causholli__28193__Price Forecast.xls,7,0,0,1546,1546,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28194__Regions cap & consump.xls,3,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28195__Sep 2001.xls,3,3,1,387,386,7,3,0,0,0,0,3,0,1,2,4,0
monika_causholli__28196__Sep 2001.xls,3,3,1,387,386,7,3,0,0,0,0,3,0,1,2,4,0
monika_causholli__28197__monika.xls,3,0,0,172,172,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28198__Price Forecast.xls,6,0,0,1670,1670,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28200__August Flash Report(1).xls,1,7,3,182,182,27,3,0,0,0,0,3,5,0,3,17,0
monika_causholli__28201__week of 10-22-01 Clickpaper Activity Report.xls,3,0,0,1032,1032,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28210__Foex Prices.xls,3,9,3,193,193,14,8,0,0,0,0,8,10,4,6,4,0
monika_causholli__28214__AsiaPulp Producers.xls,11,0,0,28867,28867,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28218__Pulp Flow.xls,12,0,0,540,540,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28225__Chile Data.xls,3,2,1,384,361,21,3,0,1,0,0,2,0,1,2,10,0
monika_causholli__28229__Foex Prices.xls,3,7,3,196,196,12,6,0,0,0,0,6,6,2,6,4,0
monika_causholli__28233__BSCTMP Substitute Correlations.xls,4,19,8,2237,2237,14,11,0,0,0,0,11,7,9,2,3,0
monika_causholli__28237__Chile Data.xls,3,4,1,389,365,23,5,0,1,0,0,4,0,3,2,10,0
monika_causholli__28241__Foex Prices.xls,3,7,3,206,206,12,6,0,0,0,0,6,6,2,6,4,0
monika_causholli__28245__consumption.xls,3,4,1,141,140,17,4,0,0,0,0,4,4,2,3,12,0
monika_causholli__28257__Inventories.xls,3,10,3,630,630,8,6,0,0,0,0,6,7,4,2,2,0
monika_causholli__28261__Pulp Flow.xls,3,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28265__Pulp Producers.xls,7,54,4,25363,25359,60,32,0,0,0,0,32,15,28,4,11,0
monika_causholli__28273__Price Forecast.xls,6,0,0,1961,1961,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28277__Price Forecast.xls,6,0,0,2064,2064,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28281__Price Forecast.xls,6,0,0,2088,2088,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28284__DT 2002.xls,3,47,5,465,430,90,46,0,0,0,0,46,75,40,39,12,0
monika_causholli__28287__week of 11-19-01 Clickpaper Activity Report (Thanksgiving Week).xls,3,0,0,614,614,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28291__October Flash Report.xls,2,14,3,365,365,53,6,0,0,0,0,6,10,0,6,17,0
monique_sanchez__28295__BEST WESTERN ITINERARY.xls,5,5,1,1369,1368,8,5,0,0,0,0,5,1,3,2,3,0
monique_sanchez__28296__2002HM.xls,3,18,2,375,373,38,18,0,0,0,0,2,1,15,3,19,0
monique_sanchez__28297__2002HM.xls,3,18,2,376,376,38,18,0,0,0,0,2,1,15,3,19,0
monique_sanchez__28298__2002HM.xls,3,18,2,376,376,38,18,0,0,0,0,2,1,15,3,19,0
monique_sanchez__28299__curves.xls,4,0,0,423,423,0,0,0,0,0,0,0,0,0,0,0,0
monique_sanchez__28300__pos.xls,4,0,0,423,423,0,0,0,0,0,0,0,0,0,0,0,0
monique_sanchez__28301__curves.xls,4,0,0,423,423,0,0,0,0,0,0,0,0,0,0,0,0
monique_sanchez__28302__pos.xls,4,0,0,423,423,0,0,0,0,0,0,0,0,0,0,0,0
monique_sanchez__28303__socal.xls,4,0,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0
monique_sanchez__28304__curves.xls,4,0,0,409,409,0,0,0,0,0,0,0,0,0,0,0,0
monique_sanchez__28305__pos.xls,4,0,0,409,409,0,0,0,0,0,0,0,0,0,0,0,0
monique_sanchez__28306__curves.xls,4,0,0,395,395,0,0,0,0,0,0,0,0,0,0,0,0
monique_sanchez__28307__curves.xls,4,0,0,381,381,0,0,0,0,0,0,0,0,0,0,0,0
monique_sanchez__28308__pos.xls,4,0,0,381,381,0,0,0,0,0,0,0,0,0,0,0,0
monique_sanchez__28309__curves.xls,4,0,0,367,367,0,0,0,0,0,0,0,0,0,0,0,0
monique_sanchez__28310__pos.xls,4,0,0,367,367,0,0,0,0,0,0,0,0,0,0,0,0
monique_sanchez__28311__Master0522.xls,4,80,8,7717,7677,461,84,2,0,0,0,69,117,21,75,30,2
monique_sanchez__28312__mastersocal..xls,3,38,7,3941,3903,175,40,1,0,0,0,40,69,20,23,20,2
monique_sanchez__28313__2002HM.xls,3,17,1,380,380,19,17,0,0,0,0,1,1,15,2,2,0
monique_sanchez__28314__curves.xls,4,0,0,633,633,0,0,0,0,0,0,0,0,0,0,0,0
monique_sanchez__28315__curveshift.xls,4,0,0,633,633,0,0,0,0,0,0,0,0,0,0,0,0
monique_sanchez__28316__pos.xls,4,0,0,633,633,0,0,0,0,0,0,0,0,0,0,0,0
monique_sanchez__28317__newdeals.xls,1,0,0,150,150,0,0,0,0,0,0,0,0,0,0,0,0
monique_sanchez__28318__Fixed Price Physical Deals Jun_2001_05_29.xls,3,0,0,4624,4624,0,0,0,0,0,0,0,0,0,0,0,0
monique_sanchez__28319__Mike_NCD_Reconciliation_05_29.xls,3,0,0,700,700,0,0,0,0,0,0,0,0,0,0,0,0
monique_sanchez__28320__MikeP&L_05_29.xls,3,0,0,1037,1037,0,0,0,0,0,0,0,0,0,0,0,0
monique_sanchez__28326__Fixed Price Physical Deals Jun_2001_05_30.xls,3,0,0,5049,5049,0,0,0,0,0,0,0,0,0,0,0,0
monique_sanchez__28327__June Positions_05_30.xls,3,0,0,478,478,0,0,0,0,0,0,0,0,0,0,0,0
monique_sanchez__28328__Mike_NCD_Reconciliation_05_30.xls,3,0,0,698,698,0,0,0,0,0,0,0,0,0,0,0,0
monique_sanchez__28329__MikeP&L_05_30.xls,3,0,0,1037,1037,0,0,0,0,0,0,0,0,0,0,0,0
paul_lucci__28347__01~Dec.xls,1,3,3,25,25,1,1,0,0,0,0,1,3,1,0,1,0
paul_lucci__28348__north central email.xls,1,0,0,488,488,0,0,0,0,0,0,0,0,0,0,0,0
paul_lucci__28349__north central email.xls,1,0,0,488,488,0,0,0,0,0,0,0,0,0,0,0,0
paul_lucci__28350__02~Jan.xls,1,3,3,25,25,1,1,0,0,0,0,1,3,1,0,1,0
paul_lucci__28351__September 25 Structure.xls,1,0,0,705,705,0,0,0,0,0,0,0,0,0,0,0,0
paul_lucci__28352__losers pool.xls,3,1,1,207,207,1,1,0,0,0,0,1,0,1,0,1,0
paul_lucci__28353__El paso pipeline marketing.xls,3,0,0,118,118,0,0,0,0,0,0,0,0,0,0,0,0
paul_lucci__28354__10-5-01 Hot List.xls,4,10,5,429,428,22,9,0,0,0,0,8,9,7,2,11,1
paul_lucci__28355__losers pool.xls,3,1,1,227,227,1,1,0,0,0,0,1,0,1,0,1,0
paul_lucci__28356__10-22-01 Hot List.xls,4,10,5,453,453,21,9,0,0,0,0,8,9,7,2,10,1
paul_lucci__28364__RFPNOV01.xls,3,1,1,15258,15242,1,1,0,0,0,0,1,0,1,0,1,0
paul_lucci__28366__Collar & Swap10_25_01.xls,3,0,0,468,468,0,0,0,0,0,0,0,0,0,0,0,0
paul_lucci__28368__charts for presentation.xls,2,0,0,5824,5824,0,0,0,0,0,0,0,0,0,0,0,0
paul_lucci__28370__Sinclair Recon.xls,1,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0
paul_lucci__28372__November 16 Structure.xls,1,0,0,705,705,0,0,0,0,0,0,0,0,0,0,0,0
paul_lucci__28374__EnronCoPaymentHistory.xls,3,9,3,215,215,55,7,0,0,0,0,6,13,3,5,27,0
paul_lucci__28376__Enron Daily Email Nov 01.xls,6,4,1,3251,3247,500,20,1,0,0,0,20,23,2,18,31,0
paul_lucci__28399__Enron Daily Email Nov 01.xls,6,4,1,3251,3247,500,20,1,0,0,0,20,23,2,18,31,0
paul_lucci__28405__11-5-01 Hot List.xls,4,10,5,468,468,26,9,0,0,0,0,8,9,7,2,15,1
paul_lucci__28419__2000GAS BURN.xls,1,0,0,684,684,0,0,0,0,0,0,0,0,0,0,0,0
paul_lucci__28420__Sinclair.xls,3,0,0,378,378,0,0,0,0,0,0,0,0,0,0,0,0
paul_lucci__28428__Sinclair Recon.xls,1,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0
paul_lucci__28431__bid package.xls,2,10,2,711,711,13,10,0,0,0,0,10,21,8,5,3,0
paul_lucci__28434__Thermo_Summary2.xls,4,10,6,482,468,40,13,0,2,0,0,11,16,7,12,11,0
paul_lucci__28438__Enron Pricing Report.xls,1,1,1,849,849,1,1,0,0,0,0,1,2,1,0,1,0
paul_lucci__28439__October 9 Structure.xls,1,0,0,705,705,0,0,0,0,0,0,0,0,0,0,0,0
paul_lucci__28442__October 10 Structure.xls,1,0,0,705,705,0,0,0,0,0,0,0,0,0,0,0,0
paul_lucci__28443__Enron Pricing Report.xls,1,1,1,849,849,1,1,0,0,0,0,1,2,1,0,1,0
paul_lucci__28445__October 11 Structure.xls,1,0,0,705,705,0,0,0,0,0,0,0,0,0,0,0,0
paul_lucci__28447__West NatGas Prices 1011.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
paul_lucci__28448__Enron Pricing Report.xls,1,1,1,849,849,1,1,0,0,0,0,1,2,1,0,1,0
paul_lucci__28449__October 12 Structure.xls,1,0,0,705,705,0,0,0,0,0,0,0,0,0,0,0,0
paul_lucci__28456__October 16 Structure.xls,1,0,0,705,705,0,0,0,0,0,0,0,0,0,0,0,0
paul_lucci__28457__losers pool.xls,3,0,0,247,247,0,0,0,0,0,0,0,0,0,0,0,0
paul_lucci__28461__October 17 Structure.xls,1,0,0,705,705,0,0,0,0,0,0,0,0,0,0,0,0
paul_lucci__28465__October 18 Structure.xls,1,0,0,705,705,0,0,0,0,0,0,0,0,0,0,0,0
paul_lucci__28467__October 19 Structure.xls,1,0,0,705,705,0,0,0,0,0,0,0,0,0,0,0,0
paul_lucci__28471__October 22 Structure.xls,1,0,0,704,704,0,0,0,0,0,0,0,0,0,0,0,0
paul_lucci__28472__01-~Nov.xls,1,3,3,25,25,1,1,0,0,0,0,1,3,1,0,1,0
paul_lucci__28474__10-8-01 Hot List.xls,4,10,5,441,441,21,9,0,0,0,0,8,9,7,2,10,1
paul_lucci__28478__October 23 Structure.xls,1,0,0,705,705,0,0,0,0,0,0,0,0,0,0,0,0
paul_lucci__28481__October 24 Structure.xls,1,0,0,705,705,0,0,0,0,0,0,0,0,0,0,0,0
paul_lucci__28484__Sinclair Recon.xls,1,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0
paul_lucci__28493__losers pool.xls,3,0,0,259,259,0,0,0,0,0,0,0,0,0,0,0,0
paul_ybarbo__28495__Fuel Consumption Est 01-04-20.xls,3,12,3,87,85,33,12,0,0,0,0,10,12,5,7,4,0
paul_ybarbo__28496__LPG ProCaribe vs Empire Cost to PDVSA.xls,3,26,4,198,198,81,27,1,0,0,0,27,38,11,27,8,0
paul_ybarbo__28497__NatGas NYMEX NX3 Settles 2001 MM.xls,3,4,3,53,53,4,4,0,0,0,0,4,6,4,0,1,0
paul_ybarbo__28498__ernesto.xls,3,14,3,74,74,35,11,0,0,0,0,11,8,1,11,5,0
paul_ybarbo__28499__NatGas NYMEX NX3 Settles 2001 MM.xls,4,34,6,149,149,20,19,1,0,0,0,11,22,18,1,2,0
paul_ybarbo__28501__LPG ProCaribe vs Empire Cost to PDVSA.xls,3,26,4,198,198,81,27,1,0,0,0,27,38,11,27,8,0
paul_ybarbo__28502__Margin Projections.xls,1,23,5,162,157,50,16,0,0,0,0,16,20,1,17,6,0
paul_ybarbo__28503__LPG ProCaribe vs Empire Cost to PDVSA.xls,3,34,4,199,199,88,32,1,0,0,0,27,38,15,28,8,0
paul_ybarbo__28505__PORT LOG.L.C.1xls.xls,1,2,2,357,357,3,2,0,0,0,0,0,0,1,1,2,0
paul_ybarbo__28506__PORT LOG.L.C.1xls.xls,1,2,2,357,357,3,2,0,0,0,0,0,0,1,1,2,0
paul_ybarbo__28508__WGI-LNG  Prices - Update.xls,4,22,6,2051,2051,21,9,0,0,0,0,9,14,6,3,6,0
paul_ybarbo__28509__Timelog.xls,2,9,4,626,626,9,4,0,0,0,0,1,13,2,2,5,1
paul_ybarbo__28510__VOYREP 001L.xls,1,22,7,694,669,30,15,0,2,0,0,9,14,8,9,7,1
paul_ybarbo__28512__Inventory Projection 2001.xls,3,2,2,50,50,9,2,0,0,0,0,2,2,0,2,7,0
paul_ybarbo__28513__Plts01.xls,12,20,1,7044,6750,1390,20,0,12,0,0,20,5,0,20,289,0
paul_ybarbo__28514__Fuel Inventory Report.xls,3,0,0,78,78,0,0,0,0,0,0,0,0,0,0,0,0
paul_ybarbo__28515__PR LNG TANK LEVEL.xls,3,75,7,7201,7175,218,67,0,0,0,0,58,77,38,33,14,1
paul_ybarbo__28516__Plts01.xls,12,20,1,7258,6969,1449,20,0,10,0,0,20,5,0,20,289,0
paul_ybarbo__28517__PR LNG TANK LEVEL.xls,3,75,7,7203,7177,212,67,0,0,0,0,58,77,38,33,14,1
paul_ybarbo__28518__PR LNG TANK LEVEL.xls,3,75,7,7205,7179,216,67,0,0,0,0,58,77,38,33,14,1
paul_ybarbo__28519__PR LNG TANK LEVEL.xls,3,75,7,7797,7771,241,67,0,0,0,0,58,77,37,34,19,1
paul_ybarbo__28520__WGI LNG Pricing.xls,4,20,5,2509,2509,405,8,1,0,0,0,8,10,0,8,70,0
paul_ybarbo__28521__Eco Inventory.xls,9,899,5,16107,16102,723,510,0,0,0,0,500,46,479,33,33,1
paul_ybarbo__28522__Fuel Inventory Report.xls,3,10,2,79,79,10,10,0,0,0,0,10,5,10,0,1,0
paul_ybarbo__28523__PR LNG TANK LEVEL.xls,3,73,7,7798,7772,239,66,0,0,0,0,58,77,36,34,19,1
paul_ybarbo__28524__Plts01.xls,12,20,1,7508,7224,1521,20,0,10,0,0,20,5,0,20,289,0
paul_ybarbo__28525__PR LNG TANK LEVEL.xls,3,73,7,7806,7780,236,66,0,0,0,0,58,77,36,34,19,1
paul_ybarbo__28526__voy2.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
paul_ybarbo__28527__PR LNG TANK LEVEL.xls,3,73,7,7808,7782,237,66,0,0,0,0,58,77,36,34,19,1
paul_ybarbo__28528__PR LNG TANK LEVEL.xls,3,75,7,7820,7794,240,69,0,0,0,0,60,80,39,34,19,1
paul_ybarbo__28529__PR LNG TANK LEVEL.xls,3,73,7,7810,7784,237,66,0,0,0,0,58,77,36,34,19,1
paul_ybarbo__28530__Plts01.xls,12,20,1,7755,7476,1592,20,0,10,0,0,20,5,0,20,289,0
paul_ybarbo__28531__PR LNG TANK LEVEL.xls,3,76,7,7826,7800,244,70,0,0,0,0,61,82,39,35,19,1
paul_ybarbo__28532__PR LNG TANK LEVEL.xls,3,82,7,7904,7877,243,76,0,0,0,0,66,89,45,34,19,1
paul_ybarbo__28534__ernesto-2000.xls,3,35,4,160,160,79,27,0,0,0,0,26,15,14,14,9,0
paul_ybarbo__28535__ernesto 2001.xls,3,29,4,81,81,45,20,0,0,0,0,20,8,9,11,5,0
paul_ybarbo__28536__PR LNG TANK LEVEL.xls,3,82,7,7906,7879,243,76,0,0,0,0,66,89,45,34,19,1
peter_keavey__28537__Daily Price Sheet.xls,7,56,8,31425,30781,1266,106,4,1,0,0,83,61,25,130,114,1
peter_keavey__28538__pete trades.xls,1,44,6,529,522,52,36,0,0,1,0,36,50,32,4,8,0
peter_keavey__28539__Winter stripopt.xls,1,6,4,147,146,28,8,0,0,0,0,7,7,2,6,5,0
peter_keavey__28540__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28556__vols.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28557__Pipe Options413.xls,2,0,0,1084,1084,0,0,0,0,0,0,0,0,0,0,0,0
peter_keavey__28558__Realized Vol.xls,1,6,6,31778,31778,53,3,0,0,0,0,3,4,1,2,30,0
peter_keavey__28563__112000pgas.xls,3,0,0,544,544,0,0,0,0,0,0,0,0,0,0,0,0
peter_keavey__28595__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28596__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28597__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28598__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28599__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28600__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28601__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28602__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28603__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28604__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28605__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28606__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28608__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28609__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28610__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28611__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28613__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28615__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28616__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28617__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28618__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28620__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28621__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28622__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28623__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28624__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28641__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28643__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28645__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28647__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28649__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28651__BMO Curve.xls,3,5,3,61,61,5,5,0,0,0,0,5,3,5,0,1,0
peter_keavey__28653__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28655__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28657__BMO Curve.xls,3,5,3,61,61,5,5,0,0,0,0,5,3,5,0,1,0
peter_keavey__28659__BMO Curve.xls,3,5,3,61,61,9,5,0,0,0,0,5,4,4,2,5,0
peter_keavey__28661__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28663__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28664__BMO Curve.xls,3,5,3,49,45,6,5,0,0,0,0,5,4,4,2,2,0
peter_keavey__28667__BMO Curve.xls,3,3,2,38,38,3,3,0,0,0,0,3,2,3,0,1,0
peter_keavey__28669__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28671__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28673__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28677__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28679__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28681__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28683__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28685__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28693__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28695__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28719__Transco.xls,3,0,0,463,463,0,0,0,0,0,0,0,0,0,0,0,0
peter_keavey__28720__transco.xls,3,1,1,1675,1675,5,1,0,0,0,0,1,2,0,1,5,0
peter_keavey__28721__transcoz6.xls,3,1,1,1677,1677,50,1,0,0,0,0,1,2,0,1,50,0
peter_keavey__28722__transcoz6.xls,3,26,3,4584,4570,818,14,2,0,0,0,14,20,0,14,82,0
peter_keavey__28741__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28742__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28743__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28744__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28745__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28747__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28749__Trader & Products 5-17-01 EM.xls,3,0,0,162,162,0,0,0,0,0,0,0,0,0,0,0,0
peter_keavey__28750__Trader & Products 5-18-01 EM.xls,3,0,0,162,162,0,0,0,0,0,0,0,0,0,0,0,0
peter_keavey__28751__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28753__Trader & Products 5-21-01 EM.xls,3,0,0,162,162,0,0,0,0,0,0,0,0,0,0,0,0
peter_keavey__28758__Fixed Price Physical Deals Jun_2001_05_25.xls,2,0,0,2794,2794,0,0,0,0,0,0,0,0,0,0,0,0
peter_keavey__28766__6-04-01.xls,3,0,0,627,627,0,0,0,0,0,0,0,0,0,0,0,0
peter_keavey__28773__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28774__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28775__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28776__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28778__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28779__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
peter_keavey__28780__Daily Price Sheet.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
