FileName,NWorksheets,NFunctions,NUniqueFunctions,Ncells,NNonEmptyCells,Nformulas,NUniqueFormulas,NRelatedWorksheets,NErrorCells,NNamedRanges,NUDFs, NFormulasReferring,NFormulasReferred,NFormulasOnce,NFormulasMore,NFormulasMost,NFunctionUsingList9
mike_carson__27589__KOCH.xls,3,18,6,83,82,25,9,0,0,0,0,8,13,3,7,4,1
mike_carson__27590__KOCH.xls,3,23,6,83,82,25,11,0,0,0,0,10,15,5,7,4,1
mike_carson__27591__KOCH01212002.xls,3,19,4,122,120,46,13,0,0,0,0,13,23,4,13,8,0
mike_carson__27592__KOCH.xls,3,20,7,86,85,26,10,0,0,0,0,9,15,4,7,4,1
mike_carson__27593__KOCH01222002.xls,3,22,5,123,121,49,15,0,0,0,0,13,23,5,14,8,0
mike_carson__27594__KOCH.xls,3,19,6,85,84,26,10,0,0,0,0,9,15,4,7,4,1
mike_carson__27595__KOCH.xls,3,19,6,83,81,26,10,0,0,0,0,9,15,4,7,4,1
mike_carson__27596__KOCH01232002.xls,3,22,5,121,118,49,15,0,0,0,0,13,23,5,14,8,0
mike_carson__27597__KOCH01242002.xls,3,22,5,121,118,49,15,0,0,0,0,13,23,5,14,8,0
mike_carson__27598__KOCH01252002.xls,3,25,5,121,118,49,17,0,0,0,0,15,26,7,14,8,0
mike_carson__27599__KOCH.xls,3,19,6,83,81,26,10,0,0,0,0,9,15,4,7,4,1
mike_carson__27600__KOCH.xls,3,26,6,85,83,28,13,0,0,0,0,11,17,6,8,4,1
mike_carson__27601__KOCH01282002.xls,3,22,5,121,118,49,15,0,0,0,0,13,23,5,14,8,0
mike_carson__27602__KOCH.xls,3,19,6,83,81,26,10,0,0,0,0,9,15,4,7,4,1
mike_carson__27603__KOCH01292002.xls,3,22,5,121,118,49,15,0,0,0,0,13,23,5,14,8,0
mike_carson__27604__KOCH.xls,3,19,6,83,81,26,10,0,0,0,0,9,15,4,7,4,1
mike_carson__27605__KOCH01302002.xls,3,22,5,121,118,49,15,0,0,0,0,13,23,5,14,8,0
mike_carson__27606__KOCH.xls,3,19,6,83,81,26,10,0,0,0,0,9,15,4,7,4,1
mike_carson__27607__KOCH01312002.xls,3,22,5,121,118,49,15,0,0,0,0,13,23,5,14,8,0
mike_carson__27608__KOCH.xls,3,19,6,83,81,26,10,0,0,0,0,9,15,4,7,4,1
mike_carson__27610__KOCH02012002.xls,3,26,5,123,120,51,18,0,0,0,0,16,27,7,15,8,0
mike_carson__27611__KOCH.xls,3,25,6,85,83,28,13,0,0,0,0,12,18,6,8,4,1
mike_carson__27612__South_Stack.xls,1,29,4,507,507,53,28,0,0,0,0,17,17,22,8,9,0
mike_carson__27613__Load Dist.xls,2,0,0,480,480,0,0,0,0,0,0,0,0,0,0,0,0
mike_carson__27615__BrokerQuote(SouthEast).xls,3,0,0,171,171,0,0,0,0,0,0,0,0,0,0,0,0
mike_carson__27617__Feb.xls,4,195,4,3118,3118,1281,189,0,0,0,0,189,172,58,140,32,0
mike_carson__27642__1-2-2002.xls,3,0,0,347,347,0,0,0,0,0,0,0,0,0,0,0,0
mike_carson__27643__1-3-2002.xls,3,0,0,318,318,0,0,0,0,0,0,0,0,0,0,0,0
mike_carson__27644__1-4-2002.xls,3,0,0,339,339,0,0,0,0,0,0,0,0,0,0,0,0
mike_carson__27645__1-7-2002.xls,3,0,0,338,338,0,0,0,0,0,0,0,0,0,0,0,0
mike_carson__27646__1-8-2002.xls,3,0,0,354,354,0,0,0,0,0,0,0,0,0,0,0,0
mike_carson__27647__1-9-2002.xls,3,0,0,360,360,0,0,0,0,0,0,0,0,0,0,0,0
mike_carson__27648__1-10-2002.xls,3,0,0,349,349,0,0,0,0,0,0,0,0,0,0,0,0
mike_carson__27649__1-11-2002.xls,3,0,0,337,337,0,0,0,0,0,0,0,0,0,0,0,0
mike_carson__27650__1-14-2002.xls,3,0,0,349,349,0,0,0,0,0,0,0,0,0,0,0,0
mike_carson__27651__1-15-2002.xls,3,0,0,321,321,0,0,0,0,0,0,0,0,0,0,0,0
mike_carson__27652__1-17-2002.xls,3,0,0,345,345,0,0,0,0,0,0,0,0,0,0,0,0
mike_carson__27653__1-16-2002.xls,3,0,0,337,337,0,0,0,0,0,0,0,0,0,0,0,0
mike_carson__27654__1-18-2002.xls,3,0,0,321,321,0,0,0,0,0,0,0,0,0,0,0,0
mike_carson__27655__BrokerQuote(SouthEast).xls,3,0,0,127,127,0,0,0,0,0,0,0,0,0,0,0,0
mike_carson__27656__1-21-2002.xls,3,0,0,309,309,0,0,0,0,0,0,0,0,0,0,0,0
mike_carson__27658__BrokerQuote(SouthEast).xls,3,0,0,175,175,0,0,0,0,0,0,0,0,0,0,0,0
mike_carson__27661__BrokerQuote(SouthEast).xls,3,0,0,175,175,0,0,0,0,0,0,0,0,0,0,0,0
mike_carson__27662__BrokerQuote(SouthEast).xls,3,0,0,175,175,0,0,0,0,0,0,0,0,0,0,0,0
mike_carson__27664__BrokerQuote(SouthEast).xls,3,0,0,177,177,0,0,0,0,0,0,0,0,0,0,0,0
mike_carson__27666__BrokerQuote(SouthEast).xls,3,0,0,177,177,0,0,0,0,0,0,0,0,0,0,0,0
mike_carson__27667__BrokerQuote(SouthEast).xls,3,0,0,149,149,0,0,0,0,0,0,0,0,0,0,0,0
mike_carson__27669__BrokerQuote(SouthEast).xls,3,0,0,169,169,0,0,0,0,0,0,0,0,0,0,0,0
mike_carson__27672__BrokerQuote(SouthEast)2.xls,3,0,0,169,169,0,0,0,0,0,0,0,0,0,0,0,0
mike_carson__27673__BrokerQuote(SouthEast).xls,3,0,0,171,171,0,0,0,0,0,0,0,0,0,0,0,0
mike_grigsby__27674__New_Gen_Sheet_ver2.xls,15,22,3,4939,4939,72,24,0,0,0,0,20,22,20,9,30,0
mike_grigsby__27676__hydro 1.xls,3,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0
mike_grigsby__27677__weststg.xls,2,6,2,1072,1058,22,6,0,0,0,0,5,4,1,5,10,0
mike_grigsby__27678__Fixed Price Physical Deals Jan_2001_12_26.xls,3,1,1,579,579,1,1,0,0,0,0,1,1,1,0,1,0
mike_grigsby__27679__Fixed Price Physical Deals Jan_2001_12_28.xls,3,1,1,2741,2741,1,1,0,0,0,0,1,1,1,0,1,0
mike_grigsby__27681__socalfcst2..xls,9,349,12,50339,46366,9102,289,10,3,0,0,279,303,144,180,804,2
mike_grigsby__27683__socalfcst3..xls,10,280,11,53373,49569,8983,223,10,3,0,0,213,221,95,163,804,1
mike_grigsby__27684__PG&E.xls,3,59,12,3874,2874,1299,41,2,0,0,0,31,48,15,29,98,1
mike_grigsby__27685__Fixed Price Physical Deals Feb_2001_01_29_01.xls,3,1,1,3347,3347,10,1,0,0,0,0,1,1,0,1,10,0
mike_grigsby__27686__Revised_Fixed Price Physical Deals Feb_2001_01_30_01.xls,3,1,1,4811,4811,100,1,0,0,0,0,1,1,0,1,100,0
mike_grigsby__27687__Soccal Study dec00.xls,4,6,3,742,742,4,4,0,0,0,0,4,8,4,0,1,1
mike_grigsby__27688__WestPenalties.xls,4,1,1,65,65,1,1,0,0,0,0,1,0,1,0,1,0
mike_grigsby__27689__impliedheatrates.xls,4,0,0,2371,2371,0,0,0,0,0,0,0,0,0,0,0,0
mike_grigsby__27691__13 largest customer load.xls,3,1,1,185,185,1,1,0,0,0,0,1,1,1,0,1,0
mike_grigsby__27692__daily usage values2.xls,5,145,3,7401,7310,145,145,1,3,0,0,145,0,145,0,1,0
mike_grigsby__27696__MikeP&L_05_07.xls,3,0,0,1037,1037,0,0,0,0,0,0,0,0,0,0,0,0
mike_grigsby__27697__Mike_NCD_Reconciliation_05_07.xls,3,0,0,697,697,0,0,0,0,0,0,0,0,0,0,0,0
mike_grigsby__27698__Mike_NCD_Reconciliation_05_09.xls,3,0,0,697,697,0,0,0,0,0,0,0,0,0,0,0,0
mike_grigsby__27699__MikeP&L_05_09.xls,3,0,0,1037,1037,0,0,0,0,0,0,0,0,0,0,0,0
mike_grigsby__27700__Mike_NCD_Reconciliation_05_10.xls,3,0,0,697,697,0,0,0,0,0,0,0,0,0,0,0,0
mike_grigsby__27701__MikeP&L_05_10.xls,3,0,0,1037,1037,0,0,0,0,0,0,0,0,0,0,0,0
mike_grigsby__27702__Mike_NCD_Reconciliation_05_11.xls,3,0,0,692,692,0,0,0,0,0,0,0,0,0,0,0,0
mike_grigsby__27703__MikeP&L_05_11.xls,3,0,0,1037,1037,0,0,0,0,0,0,0,0,0,0,0,0
mike_grigsby__27705__Mike_NCD_Reconciliation_05_14.xls,3,0,0,696,696,0,0,0,0,0,0,0,0,0,0,0,0
mike_grigsby__27706__MikeP&L_05_14.xls,3,0,0,1037,1037,0,0,0,0,0,0,0,0,0,0,0,0
mike_grigsby__27796__NEWVARRATES.xls,3,2,1,176,176,4,2,0,0,0,0,2,3,0,2,2,0
mike_grigsby__27799__daily historical usage values.xls,3,16,4,3572,3572,196,16,0,0,0,0,16,0,4,12,29,0
mike_grigsby__27800__6th floorplan 10.03c.xls,8,22,3,1922,1653,135,24,0,0,0,0,21,17,18,9,94,0
mike_grigsby__27801__NEWVARRATES.xls,3,2,1,175,175,4,2,0,0,0,0,2,3,0,2,2,0
mike_grigsby__27802__WestRateSheet.xls,4,43,5,884,699,240,27,1,0,0,0,23,42,7,50,50,0
mike_grigsby__27807__WESTminusPA.xls,6,43,21,50213,50133,312,45,2,0,0,0,35,53,27,19,100,3
mike_grigsby__27817__TexacoPG&ETopock deals.xls,8,72,7,253681,253637,84,63,6,0,0,0,63,80,53,22,4,1
mike_grigsby__27820__HS_WESTall1029.xls,7,45,21,62689,60761,510,45,3,0,1,0,35,52,27,19,196,3
mike_grigsby__27821__HS_WESTminusPA1029.xls,6,45,21,66781,66702,509,46,2,0,0,0,35,52,28,19,196,3
mike_grigsby__27851__Phillip_Email_New2.xls,1,3,3,140,94,45,43,0,0,0,0,42,56,42,1,3,0
mike_grigsby__27854__Phillip_Email_New2.xls,1,3,3,140,94,45,43,0,0,0,0,42,56,42,1,3,0
mike_grigsby__27856__WestRateSheetReuters.xls,4,41,5,884,699,142,25,1,0,0,0,22,40,7,18,30,0
mike_grigsby__27858__Phillip_Email_New2.xls,1,3,3,140,94,45,43,0,0,0,0,42,56,42,1,3,0
mike_grigsby__27862__HS_WESTall1115.xls,9,69,19,67466,67378,1007,69,7,0,1,0,55,83,29,41,100,1
mike_grigsby__27863__HS_WESTminusPA1115.xls,8,79,21,63260,62823,1035,78,8,0,4,0,61,90,34,49,100,3
mike_grigsby__27870__Phillip_Email_New2.xls,1,3,3,140,94,45,43,0,0,0,0,42,56,42,1,3,0
mike_grigsby__27880__Phillip_Email_New2.xls,1,3,3,140,94,45,43,0,0,0,0,42,56,42,1,3,0
mike_grigsby__27887__Phillip_Email_New2.xls,1,3,3,140,94,45,43,0,0,0,0,42,56,42,1,3,0
mike_grigsby__27889__Phillip_Email_New2.xls,1,3,3,140,94,45,43,0,0,0,0,42,56,42,1,3,0
mike_grigsby__27897__Phillip_Email_New2.xls,1,3,3,140,94,45,43,0,0,0,0,42,56,42,1,3,0
mike_grigsby__27910__newCurrentDay10_17_2001_MIKE.xls,3,0,0,685,685,0,0,0,0,0,0,0,0,0,0,0,0
mike_grigsby__27911__P&L_Mike.xls,3,0,0,344,344,0,0,0,0,0,0,0,0,0,0,0,0
mike_grigsby__27921__HS_WESTall.xls,6,39,21,52530,52451,261,36,2,0,0,0,26,39,24,13,100,3
mike_grigsby__27922__HS_WESTminusPA.xls,6,39,21,50087,50007,258,37,2,0,0,0,27,40,25,13,100,3
mike_grigsby__27924__HS_WESTall.xls,6,43,21,52371,52292,315,44,2,0,0,0,34,52,26,19,100,3
mike_grigsby__27925__HS_WESTminusPA.xls,6,43,21,49933,49853,312,45,2,0,0,0,35,53,27,19,100,3
mike_grigsby__27929__HS_WESTall1024.xls,6,44,21,52072,51993,511,45,2,0,0,0,35,52,26,20,196,3
mike_grigsby__27930__HS_WESTminusPA1024.xls,6,44,21,49649,49569,508,46,2,0,0,0,36,53,27,20,196,3
mike_grigsby__27934__HS_WESTall1025.xls,6,44,21,51567,51488,511,45,2,0,0,0,35,52,26,20,196,3
mike_grigsby__27935__HS_WESTminusPA1025.xls,6,44,21,49159,49079,508,46,2,0,0,0,36,53,27,20,196,3
mike_swerzbin__27944__DallesStreamHistory.xls,3,13,5,637,637,16,13,0,0,0,0,13,0,10,3,2,0
mike_swerzbin__27945__DallesStreamHistory.xls,3,13,5,637,637,16,13,0,0,0,0,13,0,10,3,2,0
mike_swerzbin__27946__Schedule C Form-.xls,4,1,1,91,69,1,1,0,0,0,0,1,0,1,0,1,0
mike_swerzbin__27947__mcvolati.xls,3,0,0,2168,2168,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__27948__gsgcd.xls,1,13,4,78906,78906,356,8,0,0,0,0,8,3,3,5,211,0
mike_swerzbin__27966__marketmarks.xls,3,0,0,379,379,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__27967__marketmarks.xls,3,0,0,379,379,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__27968__marketmarks.xls,3,0,0,379,379,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__27969__marketmarks.xls,3,0,0,379,379,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__27970__marketmarks.xls,3,0,0,379,379,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__27971__marketmarks.xls,3,0,0,379,379,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__27972__marketmarks.xls,3,0,0,379,379,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__27973__marketmarks.xls,3,0,0,379,379,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__27974__marketmarks.xls,3,0,0,379,379,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__27975__marketmarks.xls,3,0,0,379,379,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__27976__marketmarks.xls,3,0,0,379,379,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__27977__marketmarks.xls,3,0,0,379,379,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__27978__marketmarks.xls,3,0,0,379,379,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__27979__marketmarks.xls,3,0,0,379,379,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__27980__marketmarks.xls,3,0,0,379,379,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__27981__marketmarks.xls,3,0,0,379,379,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__27982__marketmarks.xls,3,0,0,379,379,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__27983__marketmarks.xls,3,0,0,379,379,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__27984__marketmarks.xls,3,0,0,379,379,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__27985__DallesStreamHistory.xls,3,13,5,581,581,16,13,0,0,0,0,13,0,10,3,2,0
mike_swerzbin__27986__Schedule C Form-west1.xls,4,1,1,90,68,1,1,0,0,0,0,1,0,1,0,1,0
mike_swerzbin__27987__West NatGas Prices 1005.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
mike_swerzbin__27990__West Curves 11-7-01a.xls,13,0,0,15010,15010,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__27994__11-13-01 West Gas Positions.xls,1,0,0,356,356,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__27996__Performance 11-14-01.xls,6,0,0,483,483,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__27997__michael Swerbin.xls,1,0,0,108,108,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__27998__11-27-01 Northwest Gas Positions.xls,1,3,1,370,360,6,4,0,0,0,0,4,1,3,1,3,0
mike_swerzbin__28000__11-30-01 Northwest Gas Positions.xls,1,2,1,364,356,5,3,0,0,0,0,3,1,2,1,3,0
mike_swerzbin__28003__ENEmarketmarks.xls,3,3,2,1151,1151,8,3,0,0,0,0,3,3,2,1,6,0
mike_swerzbin__28004__westmarks12-05-01.xls,3,0,0,419,419,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28006__westmarks12-05-01.xls,3,0,0,419,419,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28008__westmarks12-10-01.xls,3,0,0,419,419,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28011__westmmarks12-11-01.xls,3,0,0,429,429,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28012__ENEmarketmarks11Dec.xls,3,10,4,1200,1200,28,8,0,0,0,0,8,10,3,6,8,0
mike_swerzbin__28014__westmmarks12-12-01.xls,3,0,0,429,429,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28015__ENEmarketmarks13Dec.xls,3,6,3,1200,1200,12,6,0,0,0,0,6,6,4,2,6,0
mike_swerzbin__28017__westmmarks12-12-01.xls,3,0,0,429,429,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28020__ENEmarketmarks13Dec.xls,3,6,3,1200,1200,12,6,0,0,0,0,6,6,4,2,6,0
mike_swerzbin__28021__ENEmarketmarks14Dec.xls,3,5,3,1200,1200,10,5,0,0,0,0,5,5,4,1,6,0
mike_swerzbin__28022__mon.xls,3,0,0,429,429,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28024__ENEmarketmarks17Dec.xls,3,4,2,1200,1200,9,4,0,0,0,0,4,4,3,1,6,0
mike_swerzbin__28026__EMR Prices.xls,3,0,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28027__ENEmarketmarks18Dec.xls,3,4,2,1200,1200,9,4,0,0,0,0,4,4,3,1,6,0
mike_swerzbin__28028__westmark12-18-01.xls,3,0,0,429,429,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28029__EMR Prices.xls,3,0,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28030__weds.xls,3,0,0,429,429,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28033__EMR Prices.xls,3,0,0,207,207,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28034__12-19-01.xls,3,0,0,419,419,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28035__12-19-01.xls,3,0,0,419,419,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28036__EMR Prices.xls,3,0,0,141,141,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28037__fri.xls,3,0,0,419,419,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28038__westdaypluscal.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
mike_swerzbin__28039__ENEmarketmarks21Dec.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
mike_swerzbin__28040__ENEmarketmarks21Dec.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
mike_swerzbin__28041__ENEmarketmark26dec.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
mike_swerzbin__28042__EMR Prices.xls,3,0,0,141,141,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28043__WPU.xls,3,0,0,702,702,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28045__EMR Prices.xls,3,0,0,207,207,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28046__ENEmarketmark27Dec.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
mike_swerzbin__28047__12-28-01.xls,3,0,0,409,409,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28049__EMR Prices.xls,3,0,0,339,339,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28050__ENEmarketmarkMASTER1Dec.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
mike_swerzbin__28051__ENEmarketmarks28Dec.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
mike_swerzbin__28052__EMR Prices.xls,3,0,0,471,471,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28053__WPU.xls,3,0,0,471,471,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28055__02.xls,3,0,0,390,390,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28056__EMR Prices.xls,3,0,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28058__Weekly Price Sheet 01 03 02.xls,2,94,16,5628,5621,209,90,0,4,3,0,87,89,62,32,32,5
mike_swerzbin__28059__1-03-02.xls,3,0,0,395,395,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28060__EMR Prices.xls,3,0,0,141,141,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28062__04.xls,3,0,0,395,395,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28063__ENEmarketmarks04Jan2002.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
mike_swerzbin__28065__ENEmarketmarks07Jan2002.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
mike_swerzbin__28066__EMR Prices.xls,3,0,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28068__1-08-02.xls,3,0,0,395,395,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28069__EMR Prices.xls,3,0,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28072__WPU.xls,3,0,0,339,339,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28073__EMR Prices.xls,3,0,0,141,141,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28076__EMR Prices.xls,3,0,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28078__1.10-02.xls,3,0,0,400,400,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28080__EMR Prices.xls,3,0,0,141,141,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28082__ENEmarketmark11Jan2002.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
mike_swerzbin__28085__1.14-02.xls,3,0,0,400,400,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28092__1.16-02.xls,3,0,0,400,400,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28098__1-18-02.xls,3,0,0,400,400,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28099__1-21-02.xls,3,0,0,400,400,0,0,0,0,0,0,0,0,0,0,0,0
mike_swerzbin__28100__ENEmarketmarks22Jan2002.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
mike_swerzbin__28104__1-24-02ab.xls,3,0,0,400,400,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28114__D. Dimitri.xls,5,0,0,5415,5415,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28115__Foex Prices.xls,3,4,3,161,161,8,3,0,0,0,0,3,2,0,3,4,0
monika_causholli__28116__European BEK Demand.xls,3,0,0,1058,1058,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28117__ShiptoCap.xls,3,0,0,519,519,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28118__deliveredto japan.xls,14,0,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28119__Foex Prices.xls,3,5,3,169,169,10,4,0,0,0,0,4,4,0,4,4,0
monika_causholli__28120__Fiber Morphology1.xls,3,0,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28121__Indo1.xls,1,0,0,211,211,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28122__Enron_Fiber_Pulp_Properties.xls,3,0,0,254,254,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28123__Brazil.xls,3,0,0,3135,3135,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28124__RISIForecast_II.xls,3,5,1,847,847,20,5,0,0,0,0,5,0,0,5,4,0
monika_causholli__28125__Foex Prices.xls,3,4,3,172,172,8,3,0,0,0,0,3,2,0,3,4,0
monika_causholli__28126__Abitibi.xls,3,16,3,895,776,32,18,0,0,0,0,18,23,11,13,4,0
monika_causholli__28127__bhkpmonitor-Asia.xls,3,0,0,1905,1905,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28128__Abitibi.xls,3,15,3,857,729,28,15,0,0,0,0,15,23,9,11,4,0
monika_causholli__28129__Foex Prices.xls,3,4,3,177,177,8,3,0,0,0,0,3,2,0,3,4,0
monika_causholli__28131__Annual compound capacity growth.xls,3,2,2,25,25,5,1,0,0,0,0,1,2,0,1,5,0
monika_causholli__28132__Viva Chile!.xls,3,4,1,204,204,20,4,0,0,0,0,4,10,0,4,5,0
monika_causholli__28133__Viva Chile!.xls,3,4,1,229,229,20,4,0,0,0,0,4,10,0,4,5,0
monika_causholli__28134__PriceForecastregressions.xls,3,1,1,8729,8729,10,1,0,0,0,0,1,0,0,1,10,0
monika_causholli__28135__Exports to Brazil.xls,1,0,0,149,149,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28136__canadian exports.xls,3,1,1,76,76,1,1,0,0,0,0,1,0,1,0,1,0
monika_causholli__28137__Fiber Morphology.xls,3,0,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28138__Monika.xls,14,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28140__Enron_Fiber_Pulp_Properties_RevSpreadsheet.xls,3,0,0,248,248,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28141__Enron_Fiber_Pulp_Properties_RevSpreadsheet.xls,3,0,0,248,248,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28142__EIM- Steel Pricing Update101601.xls,2,1,1,480,479,133,13,1,0,0,0,11,7,5,8,39,0
monika_causholli__28143__Domestic Pulp Accounts.xls,7,69,6,3901,3823,219,71,1,0,0,0,31,57,38,35,30,1
monika_causholli__28144__Pulp Producers.xls,10,0,0,28490,28490,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28145__RISI-Hardwwod.xls,1,1,1,1124,1124,2,1,0,0,0,0,1,1,0,1,2,0
monika_causholli__28146__Christofer.xls,3,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28147__Foex Prices.xls,3,10,3,90,90,15,9,0,0,0,0,9,2,8,1,7,0
monika_causholli__28148__D. Robinson.xls,5,32,3,1252,1252,103,32,0,0,0,0,32,24,20,13,12,0
monika_causholli__28149__D. Robinson.xls,6,55,6,1488,1488,88,50,0,0,0,0,50,40,37,14,12,0
monika_causholli__28150__PIX Prices.xls,3,0,0,881,881,0,0,0,0,0,0,0,0,0,0,0,0
monika_causholli__28151__RISI - 14%.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
monika_causholli__28152__Western Pulp.xls,3,27,6,405,405,43,23,0,0,0,0,23,23,17,7,16,0
monika_causholli__28153__RISI - 14%.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
monika_causholli__28154__Western Pulp.xls,3,27,6,405,405,43,23,0,0,0,0,23,23,17,7,16,0
monika_causholli__28155__Foex Prices.xls,3,10,3,95,95,17,9,0,0,0,0,9,2,8,1,9,0
monika_causholli__28156__pix pulp index history_ex595.xls,3,4,2,879,879,3,2,0,0,0,0,2,8,1,1,2,0
monika_causholli__28158__Western Pulp.xls,3,27,6,405,405,43,23,0,0,0,0,23,23,17,7,16,0
monika_causholli__28160__WP chart.xls,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
