Row Labels, NWorksheets, NFormulas, NRelatedWorksheets, NErrorCells, NNamedRanges, NFormulasReferring, NFormulasReferred, NFormulasOnce, NFormulasMore, NFormulasMost, NFunctions, NUDF, NFunctionsUsingList9
11092_Sudan_RSS oil production.xlsx,4,3,0,0,0,2,1,1,1,2,2,0,0
110924_Guest Passes 19Aug2008.xls,3,35,1,0,0,18,9,15,3,11,17,0,1
110937_6_16 Spike Data.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
110947_FLCohort86.xls,1,30,0,0,0,3,2,15,3,11,18,0,0
"110997_Online_Analysis Jul 8 -13, 2009.xls",11,335,0,0,0,83,36,42,42,58,98,0,0
111002_JoinPage.xls,3,63,0,0,0,19,23,31,15,7,40,0,0
111041_RenewImpact.xls,2,78,0,0,0,28,29,24,11,24,49,0,0
111043_ShortZip.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
"111065_Online_Analysis Aug 6, 2009.xls",14,337,0,0,0,100,41,53,48,59,116,0,0
111102_JoinPage.xls,3,55,0,0,0,18,21,22,13,6,29,0,0
111124_3 Columns Repo.xls,3,1,0,0,0,1,0,1,0,1,1,0,0
111150_Email Tracking.xls,4,40,0,0,0,17,40,1,16,4,18,0,0
1112_Customer Service Daily Report Sept06.xls,15,3101,15,2,0,752,722,131,648,64,762,0,0
"111202_Online_Analysis Nov 17, 2009.xls",15,243,0,0,0,31,37,7,24,91,26,0,0
111245_Cohort Campaign Results Matrix 21July2008.xls,3,43,0,3,0,5,8,3,4,23,7,0,0
111250_Cash Report Apr2008b.xls,4,151,2,0,0,37,43,46,28,12,63,0,0
111251_Cash Report May2008.xls,4,171,2,0,0,40,50,51,32,12,82,0,0
"111262_Daily_Online_Analysis Jan 4, 2010.xls",17,286,0,0,0,38,46,10,28,100,32,0,0
111270_Cashflow- WE 18 August 2007.xls,6,53,0,0,0,9,14,14,5,15,18,0,1
111280_Strategic Forecasting .60 03-2007.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
111281_Free List Census.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
111295_Cashflow- Week of 12 May 2007.xls,5,35,0,0,0,6,9,5,4,20,6,0,1
111297_Campaign Schedule 2007.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
111298_Site Metrics 30Aug2007.xls,3,4,0,0,0,3,3,2,1,2,3,0,0
1113_8-14 PR report.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
111324_CIS PipeLine 10Sep07.xls,2,1,0,0,0,1,0,1,0,1,1,0,0
111325_SRM Marketing and Master 10Sep07.xls,6,3,0,0,0,1,1,0,1,3,2,0,0
111370_Analytics for GIR Oct 2-4.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
111390_Cashflow- WE 03 November 2007.xls,5,11,0,0,0,5,9,6,1,5,7,0,1
1114_Customer Service Daily Report Sept06.xls,11,2189,11,2,0,556,534,99,480,64,566,0,0
111416_071127 Campaign Results.xls,3,39,0,0,0,8,9,4,7,10,7,0,0
111436_WAC Campaign Planning.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
111439_December 07 reports.xls,4,0,0,0,0,0,0,0,0,0,0,0,0
111442_STRATFOR.81statusrep.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
111444_JoinPage.xls,3,63,0,0,0,22,26,29,13,7,35,0,0
111445_RenewalUpdate.xls,1,16,0,0,0,2,3,3,2,8,4,0,0
111487_99 exp July-Dec2007 4-25-07.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
1115_Customer Service Daily Report Sept06.xls,17,3487,17,2,0,850,815,148,731,64,859,0,0
11151_Cyprus Statistics.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
11156_Greece Net Assessment 110721.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
111575_Idea Rankings- innovation.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
11163_us.econ - total bank credit.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
11164_us.econ - retail sales and business inventories.xls,2,2,0,0,0,1,2,0,1,2,2,0,0
111642_Free List Census.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
"11165_us.econ - stocks and unemployment, weekly.xls",2,0,0,0,0,0,0,0,0,0,0,0,0
111752_Free List Census.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
111764_JanFcst.xls,1,63,0,0,0,15,22,15,14,9,18,0,0
111779_Cashflow- WE 28 July 2007.xls,5,55,0,0,0,9,15,5,7,20,12,0,1
111798_FebReport_3-19.xls,3,20,0,0,0,8,7,5,6,6,8,0,0
1118_GIA-CIS Metrics Sept06.xls,24,1904,0,0,0,331,279,622,237,9,803,0,0
111807_070820_Results.xls,4,41,0,0,0,14,23,7,7,6,26,0,0
111809_4 Horsemen.xls,1,9,0,0,0,6,5,5,2,2,8,0,0
111812_SUB COUNT REPORT.xls,3,30,0,0,0,11,4,5,6,6,10,0,0
111814_Marketing_Results_August.xls,6,229,1,0,0,37,45,21,32,16,58,0,1
111843_Leverage by Source.xls,1,14,0,0,0,6,10,7,2,5,8,0,0
111866_Marketing_Results_September.xls,7,94,0,2,0,27,40,30,11,12,47,0,1
111869_Publishing Daily Report 13Sept2007.xls,13,114,5,1,0,44,25,21,25,8,39,0,0
111884_Publishing Daily Report 17Sept2007.xls,13,115,5,1,0,44,25,20,27,8,39,0,0
111888_Publishing Daily Report 7Oct2007.xls,13,149,5,2,0,49,26,19,34,10,43,0,0
111889_Publishing Daily Report 9Oct2007.xls,13,151,5,2,0,49,26,19,34,10,43,0,0
111890_Publishing Daily Report 14Oct2007.xls,13,150,5,2,0,49,26,20,33,13,43,0,0
1119_GIA-CIS Metrics Sept06.xls,19,1491,0,0,0,261,219,483,185,9,625,0,0
111910_071127 Campaign Results.xls,3,193,1,0,0,26,32,5,27,39,18,0,0
111921_Cashflow- WE 12 January 2008.xls,5,14,0,0,0,5,9,8,1,6,9,0,1
111925_Google Campaign Spend.xls,3,3,0,0,0,3,5,3,0,1,3,0,0
111929_work queue.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
111930_Google Campaign Spend 011408.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
111950_DashFcstProp.xls,1,13,0,0,0,3,3,4,3,4,5,0,0
112_Daily PR Report for November 2005 .xls,21,6,0,0,0,6,0,6,0,1,6,0,0
112003_Russian Equity and FX Data.xlsx,5,0,0,0,0,0,0,0,0,0,0,0,0
112024_Graphanols.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
11203_MESA Finance Master - 2010.xls,1,10,0,0,0,3,4,0,3,4,3,0,0
11204_August_In_Town_Pool_Schedule_2011.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
11212_Colombia Net Assessment.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
112148_CampaignSched_Apr-June.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
112150_CampaignOversightChecklist.xls,2,0,0,0,0,0,0,0,0,0,0,0,0
112157_CampaignChecklistTemplate.xls,2,0,0,0,0,0,0,0,0,0,0,0,0
1122_Subscription Report 8-30-06.xls,2,11,0,0,0,6,2,4,2,4,5,0,0
112202_Renewals.xlsx,2,67,0,0,0,8,10,0,9,14,6,0,0
112216_FiveDollarWeek.xls,2,18,0,0,0,10,12,8,2,8,13,0,0
112217_Sales5.19-5.26Coded2010.xls,2,5,0,0,0,5,1,5,0,1,5,0,0
11226_ADP final list - Fall 2011.xlsx,1,1,0,0,0,0,0,1,0,1,0,0,0
112266_CountryHorse.xls,2,0,0,0,0,0,0,0,0,0,0,0,0
112289_Report_example.xls,1,10,0,0,0,2,0,0,2,7,2,0,0
1123_Subscription Report 9-26-06.xls,2,10,0,0,0,6,2,4,2,3,5,0,0
112312_SWeeklyOpenCTR.xls,1,2,0,0,0,2,3,2,0,1,2,0,0
112321_$5footlongReport.xls,1,31,0,0,0,8,6,3,5,14,12,0,0
112325_JoinPage.xls,3,58,0,0,0,22,26,29,13,6,37,0,0
112353_frontmonthvsotherFLrevenue.xlsx,0,0,0,0,0,0,0,0,0,0,0,0,0
11237_indonesia - metal exports.xlsx,4,70,0,0,0,1,2,0,1,70,1,0,0
11240_indonesia - metal exports by counterparty.xlsx,3,0,0,0,0,0,0,0,0,0,0,0,0
112487_VR Chart Open and Clicks.xls,2,9,0,0,0,0,0,9,0,1,9,0,0
112488_Sales10.20-10.27Coded.xls,4,16,0,0,0,11,22,12,2,2,14,0,0
112489_Sales8.11-8.19Coded.xls,4,16,0,0,0,12,35,12,2,2,14,0,0
112507_CIS excel unalphabetized.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
112509_CIS excel alphabetized.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
11251_110802-europe bond yeilds.xlsx,3,2,0,0,0,2,2,2,0,1,2,0,0
112524_US Oil Imports.xls,4,23,0,0,0,3,3,2,1,21,3,0,0
112560_TheCouchFoundation.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
"112562_Daily_Online_Analysis Sept 8, 2011.xls",6,11,0,0,0,2,3,1,1,10,2,0,0
112564_SurveySummary_09202010.xls,15,0,0,0,0,0,0,0,0,0,0,0,0
1126_Subscription Report 8-29-06.xls,2,10,0,0,0,6,2,4,2,3,5,0,0
11266_Colombia Net Assessment-2.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
112662_SurveyResponses-noemail.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
11267_Colombia Net Assessment_FINAL.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
112680_CampaignSched_Apr-June.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
1127_Subscription Report 8-31-06.xls,2,12,0,0,0,6,2,4,2,5,5,0,0
11274_Bahrain NE.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
11275_110803-US education Health.xlsx,3,397,0,0,0,9,10,0,10,82,9,0,0
112761_Marketing Trac.xls,2,0,0,0,0,0,0,0,0,0,0,0,0
112762_economist digital prices.xlsx,1,334,0,0,0,2,3,0,2,167,2,0,0
112784_Tech by age.xlsx,3,0,0,0,0,0,0,0,0,0,0,0,0
112785_Education by age.xlsx,3,0,0,0,0,0,0,0,0,0,0,0,0
112786_Finance by age.xlsx,3,0,0,0,0,0,0,0,0,0,0,0,0
1128_Customer Service Daily Report August.06.xls,23,4858,22,0,0,1149,1097,202,977,64,1150,0,0
112807_PR Q4 2011.xlsx,3,0,0,0,0,0,0,0,0,0,0,0,0
112839_2009May11-13partial.xls,0,0,0,0,0,0,0,0,0,0,0,0,0
112857_Sales4.14-4.21.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
11286_110803-US education Health.xlsx,3,438,0,0,0,10,10,0,11,82,10,0,0
112865_2009May6-11partial.xls,0,0,0,0,0,0,0,0,0,0,0,0,0
11287_Colombia Net Assessment - AF.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
112873_frontmonthvsotherFLrevenue.xlsx,0,0,0,0,0,0,0,0,0,0,0,0,0
112874_2009May27-Jun1partial.xls,0,0,0,0,0,0,0,0,0,0,0,0,0
112875_frontmonthvsotherFLrevenue.xlsx,0,0,0,0,0,0,0,0,0,0,0,0,0
112883_2011Nov13.xlsx,2,0,0,0,0,0,0,0,0,0,0,0,0
112884_2011Nov11.xlsx,2,0,0,0,0,0,0,0,0,0,0,0,0
112885_2011Nov12.xlsx,2,0,0,0,0,0,0,0,0,0,0,0,0
112887_frontmonthApril-June.xls,1,12,0,0,0,7,2,3,4,3,7,0,0
1129_Customer Service Daily Report August.06.xls,15,3104,14,0,0,756,721,137,641,64,758,0,0
112967_2011Dec3.xlsx,2,0,0,0,0,0,0,0,0,0,0,0,0
112968_2011Dec4.xlsx,2,0,0,0,0,0,0,0,0,0,0,0,0
112969_2011Dec2.xlsx,2,0,0,0,0,0,0,0,0,0,0,0,0
113_Daily PR Report for November 2005 .xls,22,6,0,0,0,6,0,6,0,1,6,0,0
1130_GIA-CIS Metrics Oct06.xls,15,1220,0,0,0,210,187,387,162,9,522,0,0
113006_2011Dec5.xlsx,2,0,0,0,0,0,0,0,0,0,0,0,0
113110_YTDcampBREAKDOWN.xlsx,4,244,0,0,0,8,99,225,5,5,230,0,0
113140_front-month-using-exit-history.xlsx,1,15,0,0,0,1,2,0,1,15,1,0,0
113179_PR Report Q3.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
113188_Sales11.17-11.24Coded.xls,4,22,0,0,0,17,29,20,1,2,21,0,0
1132_Customer Service Daily Report Sept06.xls,14,2870,14,2,0,703,675,123,606,64,713,0,0
113235_ASCII_TAB_Layout.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
113237_700 byte layout.xls,4,0,0,0,0,0,0,0,0,0,0,0,0
113257_Marketing Trac.xls,2,2,0,0,0,2,4,2,0,1,2,0,0
113273_Marketing Trac.xls,2,2,0,0,0,2,4,2,0,1,2,0,0
113274_Dashboard Jun 2008.xls,10,285,3,0,0,62,67,78,41,26,127,0,0
113276_Dashboard Oct 2008.xls,18,693,8,0,0,106,132,206,84,84,287,0,0
113277_Dashboard Aug 2008.xls,14,476,9,0,0,100,127,126,76,31,173,0,0
113278_Dashboard Nov 2008.xls,21,918,11,0,0,132,155,318,107,115,450,0,0
113286_2011Nov14.xlsx,2,0,0,0,0,0,0,0,0,0,0,0,0
113292_AffiliateContacts.xls,2,0,0,0,0,0,0,0,0,0,0,0,0
113296_CampaignSched_Apr-June.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
1133_GIA-CIS Metrics Sept06.xls,5,365,0,0,0,65,50,100,50,9,121,0,0
113303_Cash Report Apr2008b.xls,4,151,2,0,0,37,43,46,28,12,63,0,0
113304_Sales4.28-5.4coded.xls,4,18,0,0,0,13,36,12,1,6,13,0,0
113305_AnalysisFeb17-May4.xls,1,172,0,0,0,9,9,6,7,52,15,0,0
113306_AnalysisJan-current.xls,5,8,0,0,0,1,2,3,1,5,4,0,0
113309_Dashboard Sep 2008.xls,18,584,9,0,0,105,137,126,85,54,183,0,0
113310_Cash Report May2008.xls,4,171,2,0,0,40,50,51,32,12,82,0,0
113311_Dashboard Dec 2008.xls,21,1066,11,0,0,144,180,390,123,147,560,0,0
113312_Dashboard July 2008.xls,10,313,3,0,0,66,78,94,43,31,123,0,0
113317_2009May18-20partial.xls,0,0,0,0,0,0,0,0,0,0,0,0,0
113325_2011Nov18.xlsx,2,0,0,0,0,0,0,0,0,0,0,0,0
113326_2011Nov19.xlsx,2,0,0,0,0,0,0,0,0,0,0,0,0
113327_2011Nov20.xlsx,2,0,0,0,0,0,0,0,0,0,0,0,0
113362_giftcampaignfinal.xls,1,22,0,0,0,18,23,14,7,2,17,0,0
113370_Sales11.03-11.10Coded.xls,4,19,0,0,0,15,28,15,2,2,17,0,0
113382_2011Nov25.xlsx,2,0,0,0,0,0,0,0,0,0,0,0,0
113383_2011Nov27.xlsx,2,0,0,0,0,0,0,0,0,0,0,0,0
113384_2011Nov26.xlsx,2,0,0,0,0,0,0,0,0,0,0,0,0
113388_2011Nov28.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
113392_Multimedia Rep.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
1134_Subscription Report 9-06-06.xls,2,10,0,0,0,6,2,4,2,3,5,0,0
113411_Cohort Timing .xls,2,84,0,0,0,83,6,82,1,2,83,0,0
113414_CampaignPriceEvaluation.xls,1,28,0,0,0,8,10,2,6,5,8,0,0
113415_ASPworkbook.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
113416_2011Nov30.xlsx,2,0,0,0,0,0,0,0,0,0,0,0,0
113425_CurrentASP.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
113427_Feb2010conversionrates.xls,3,15,0,0,0,5,5,1,4,6,5,0,0
113437_MarchFMestimate.xls,3,6,0,0,0,2,2,0,2,4,2,0,0
113438_Copy of Survey Monkey results.xls,7,9,0,0,0,8,1,7,1,2,9,0,0
113439_Campaigning overview.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
113448_PR Q4 2011.xlsx,3,0,0,0,0,0,0,0,0,0,0,0,0
113451_ASPworkbook.xls,4,0,0,0,0,0,0,0,0,0,0,0,0
113457_2011Nov15.xlsx,2,0,0,0,0,0,0,0,0,0,0,0,0
113461_FrontMonthAnalysis.xls,4,13,0,0,0,5,6,4,3,3,7,0,0
113464_2011Dec7.xls,2,0,0,0,0,0,0,0,0,0,0,0,0
113472_2011Nov16.xlsx,2,0,0,0,0,0,0,0,0,0,0,0,0
113487_SWeekly Open Rate 6.16-11.17.xlsx,1,89,0,0,0,4,4,0,4,23,4,0,0
113497_Traffic Stats 3-26.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
113505_2011Nov21.xlsx,2,0,0,0,0,0,0,0,0,0,0,0,0
113506_Sales3.3-3.10coded.xls,3,5,0,0,0,5,23,5,0,1,5,0,0
113507_Sales3.10-3.17coded.xls,3,8,0,0,0,8,36,8,0,1,8,0,0
113508_Sales3.24-3.31coded.xls,3,21,0,0,0,12,34,9,3,5,12,0,0
113510_Sales3.17-3.24-1coded.xls,3,7,0,0,0,7,30,7,0,1,7,0,0
113516_Social Marketi.xls,2,2,0,0,0,2,4,2,0,1,2,0,0
113557_2011Dec11.xlsx,2,0,0,0,0,0,0,0,0,0,0,0,0
113558_201Dec10.xlsx,2,0,0,0,0,0,0,0,0,0,0,0,0
113559_2011Dec9.xlsx,2,0,0,0,0,0,0,0,0,0,0,0,0
113562_Social Marketi.xls,2,2,0,0,0,2,4,2,0,1,2,0,0
113563_Twitter Tracki.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
113573_FrontMonthAnal.xls,4,38,0,0,0,10,9,2,8,12,11,0,0
113595_2011Dec1.xlsx,2,0,0,0,0,0,0,0,0,0,0,0,0
113599_Weeklies Numbers.xls,1,4,0,0,0,1,2,0,1,4,1,0,0
113601_Multimedia Rep.xls,3,1,0,0,0,1,3,1,0,1,1,0,0
113611_2011Dec13.xlsx,2,0,0,0,0,0,0,0,0,0,0,0,0
113621_Social Marketi.xls,2,2,0,0,0,2,4,2,0,1,2,0,0
113629_Social Marketi.xls,2,2,0,0,0,2,4,2,0,1,2,0,0
113638_Campaigning overviewMH.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
113648_frontmonthvsotherFLrevenue.xlsx,0,0,0,0,0,0,0,0,0,0,0,0,0
113651_Dashboard May2010.xls,13,2961,5,3,0,202,360,1668,430,85,3157,0,1
113681_FredQ%26Asummary.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
113684_Megs.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
113690_ASPworkbook.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
113700_2011Dec12.xlsx,2,0,0,0,0,0,0,0,0,0,0,0,0
113707_Mom%27s Mix.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
113730_Offers3.9-7.13.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
113731_partnership research.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
113732_Weekly Content.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
113738_Breakdown3.9-6.30.xls,6,31,0,0,0,3,0,15,2,13,17,0,0
113759_Social Marketi.xls,2,8,0,0,0,2,4,0,2,4,2,0,0
113762_dailysales.xlsx,1,22,0,0,0,1,4,0,1,22,2,0,0
113764_Non-Paid Visit.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
113766_Social Marketi.xls,2,4,0,0,0,1,2,0,1,4,1,0,0
113768_Breakdown3.9-7.7.xls,3,13,0,0,0,0,0,13,0,1,13,0,0
113770_FL-yields-by-month.xlsx,1,8,0,0,0,1,2,0,1,8,1,0,0
113775_Breakdown3.9-6.30.xls,3,14,0,0,0,0,0,14,0,1,14,0,0
113778_Social Marketi.xls,2,4,0,0,0,1,2,0,1,4,1,0,0
1138_GIA-CIS Metrics Aug06.xls,30,2459,0,0,0,390,300,794,342,9,1066,0,0
113803_dailysales8.18.xlsx,1,446,0,0,0,3,4,7,3,418,11,0,0
113808_Partn.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
113838_Sales10.6-10.13.xls,4,17,0,0,0,13,24,13,2,2,15,0,0
113839_Sales9.9-9.15Coded.xls,4,16,0,0,0,12,23,12,2,2,14,0,0
113840_Sales9.28-10.6Coded.xls,4,12,0,0,0,10,26,8,2,2,10,0,0
113841_Sales10.27-11.03Coded.xls,4,16,0,0,0,14,34,12,2,2,14,0,0
113843_Sales9.15-9.22Coded.xls,4,19,0,0,0,12,17,11,3,4,14,0,0
113844_Sales10.13-10.20.xls,4,18,0,0,0,13,24,14,2,2,16,0,0
113845_Sales9.22-9.29Coded.xls,4,16,0,0,0,14,22,12,2,2,14,0,0
113846_Sales10.20-10.27Coded.xls,4,16,0,0,0,11,22,12,2,2,14,0,0
113847_Sales8.18-8.25Coded.xls,4,18,0,0,0,10,21,5,5,3,10,0,0
113848_Sales9.1-9.8Coded.xls,4,16,0,0,0,12,22,12,2,2,14,0,0
113850_Sales8.25-9.1Coded.xls,4,16,0,0,0,12,19,12,2,2,14,0,0
113852_frontmonth.xlsx,8,62,4,0,0,34,19,34,3,24,34,0,0
113853_FLjoinsbyday.xls,2,4,0,0,0,0,0,4,0,1,4,0,0
113861_CampaignChecklistTemplate.xls,2,0,0,0,0,0,0,0,0,0,0,0,0
11387_Colombia Net Assessment - AF.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
"113873_Daily_Online_Analysis Sept 29, 2011.xls",8,99,0,0,0,8,14,3,5,70,8,0,0
113883_purchases 06012009 to 06032009 1625.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
113887_Dashboard Sep2011.xlsx,20,10256,16,6,0,493,613,1890,700,1006,3511,0,1
1139_Subscription Report 9-18-06.xls,2,16,0,0,0,6,2,4,2,9,5,0,0
113917_frontmonthvsotherFLrevenue.xlsx,0,0,0,0,0,0,0,0,0,0,0,0,0
113964_Dec09 $149.xls,2,50,0,0,0,10,12,2,8,14,10,0,0
113970_ExcelExport%283%29.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
113971_ExcelExport%284%29.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
113972_ExcelExport%282%29.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
113973_ExcelExport%285%29.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
113982_frontmonthrevenue.xlsx,0,0,0,0,0,0,0,0,0,0,0,0,0
113985_2010Sales.xlsx,0,0,0,0,0,0,0,0,0,0,0,0,0
113994_$99offerTimeline.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
113996_Sales5.12-5.18coded.xls,5,21,0,0,0,16,46,16,1,5,17,0,0
113997_2010.09 Mauldin Commissions.xls,3,11,1,0,0,7,7,4,5,3,4,0,0
1140_Customer Service Daily report  October.xls,10,2045,9,0,0,513,483,108,417,67,508,0,0
114002_ASPworkbook.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
114025_HolidayGiftNumbers.xlsx,1,85,0,0,0,6,8,6,13,25,20,0,0
114070_2010Sales.xlsx,0,0,0,0,0,0,0,0,0,0,0,0,0
114073_Sales6.30-7.7Coded2010.xls,2,8,0,0,0,8,26,8,0,1,8,0,0
114085_Marketing Trac.xls,2,0,0,0,0,0,0,0,0,0,0,0,0
114091_AffiliateContacts.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
1141_GIA-CIS Metrics Aug06.xls,22,1789,0,0,0,286,220,559,256,9,759,0,0
114109_Sales2.16-2.23Coded.xls,6,5,0,0,0,5,9,5,0,1,5,0,0
114114_Dashboard May 2009.xls,23,1575,13,0,0,195,254,705,243,31,1205,0,0
114117_Dashboard Jul 2009.xls,23,1709,13,0,0,201,291,835,248,31,1372,0,0
114118_Dashboard Jun 2009.xls,23,1713,14,0,0,206,314,806,253,31,1381,0,0
114119_Dashboard Aug2009.xls,23,1807,13,0,0,210,319,916,257,31,1514,0,0
114124_Sales12.1-12.8Coded.xls,4,14,0,0,0,11,29,11,1,3,12,0,0
114130_Sales3.16-3.23Coded2010.xls,2,8,0,0,0,8,18,8,0,1,8,0,0
114132_CampChecklist3.1.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
114158_Sales11.24-12.1Coded.xls,3,10,0,0,0,8,18,10,0,1,10,0,0
114163_Sales3.9-3.16 2010.xls,2,6,0,0,0,6,11,6,0,1,6,0,0
114166_pleaseAddTo$149data.xls,3,9,0,0,0,4,6,1,3,3,4,0,0
114182_Mauldin Black Fridays.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
114189_Campaigns.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
1142_Subscription Report 9-27-06.xls,2,11,0,0,0,6,2,4,2,4,5,0,0
114227_Dashboard Dec2010.xlsx,17,8881,11,5,0,407,547,1817,643,946,3415,0,1
114239_Dashboard Jan2011.xlsx,18,9325,13,6,0,442,584,1838,670,946,3445,0,1
114240_2011Nov22.xlsx,2,0,0,0,0,0,0,0,0,0,0,0,0
114241_gifts2010.xlsx,5,0,0,0,0,0,0,0,0,0,0,0,0
114260_Mexicoemails.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
114271_ASPworkbook.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
114280_top ten countries.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
114296_priceanalysis.xls,5,40,0,0,0,4,6,35,1,5,59,0,0
114298_bluesky.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
114299_redalertemails.xls,1,1,0,0,0,1,2,1,0,1,1,0,0
114306_IR student clubs.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
114308_CohortFcst.xls,2,43,0,0,0,6,8,1,6,12,6,0,0
114309_redalertemails.xls,1,1,0,0,0,1,2,1,0,1,1,0,0
114325_MarchFMestimate.xls,3,6,0,0,0,2,2,0,2,4,2,0,0
114347_ASPworkbook.xls,4,0,0,0,0,0,0,0,0,0,0,0,0
114348_SurveyData_71706.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
114359_0FEanalysis.xls,2,3,0,0,0,1,2,0,1,3,1,0,0
114363_Social Marketi.xls,2,2,0,0,0,2,4,2,0,1,2,0,0
114383_Email2test.xls,1,6,0,0,0,2,3,0,2,4,2,0,0
1144_Customer Service Daily Report Sept06.xls,2,270,1,2,0,102,95,19,87,64,103,0,0
114410_Partners Report 1.xls,4,0,0,0,0,0,0,0,0,0,0,0,0
114416_FrontMonthAnalysis.xls,4,15,0,0,0,6,3,3,3,5,6,0,0
114424_frontmonthvsotherFLrevenue.xlsx,0,0,0,0,0,0,0,0,0,0,0,0,0
114430_Addfreelist110216.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
114433_Social Marketi.xls,2,2,0,0,0,2,4,2,0,1,2,0,0
114434_Copy of labor - age.xls,3,9,0,0,0,7,12,7,1,2,9,0,0
114463_FrontMonthAnalysis.xls,4,35,0,0,0,8,8,0,8,11,10,0,0
114480_Twitter tracking.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
114489_giftcampaignfinal.xls,1,22,0,0,0,18,23,14,7,2,17,0,0
114492_2011Nov17.xlsx,2,0,0,0,0,0,0,0,0,0,0,0,0
114497_frontmonthvsotherFLrevenue.xlsx,0,0,0,0,0,0,0,0,0,0,0,0,0
114498_11BudQ2-Q4.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
1145_Customer Service Daily report  October.xls,11,2276,10,0,0,566,533,121,458,67,561,0,0
11450_ADP final list - Fall 2011.xlsx,1,1,0,0,0,0,0,1,0,1,0,0,0
114506_Sales3.30-4.6CODED2011.xls,2,23,0,0,0,14,36,23,0,1,23,0,0
11452_Asia Financial Reserve Data.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
11454_India Steel.xls,4,9,0,0,0,7,7,9,0,1,9,0,0
