Row Labels, NWorksheets, NFormulas, NRelatedWorksheets, NErrorCells, NNamedRanges, NFormulasReferring, NFormulasReferred, NFormulasOnce, NFormulasMore, NFormulasMost, NFunctions, NUDF, NFunctionsUsingList9
2012_Renewals04.09.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
20179_Twaeih4937.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
2018_Blank Expense Report.xls,1,7,0,0,0,3,3,2,2,5,4,0,0
2020_March2007 CS Report.xls,16,3402,30,0,0,896,813,228,684,62,891,0,0
2022_Flash-CIS Metrics Apr07.xls,19,1658,0,0,0,283,226,526,204,10,650,0,0
20257_INSIGHT LIST-Emre.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
20280_05.31.10 Intl-EB-Confederation.xls,7,72,2,0,0,22,23,3,20,8,33,0,0
2029_March2007 CS Report.xls,20,4268,37,0,0,1118,1014,285,854,66,1112,0,0
203_Daily PR January 2006.xls,8,0,0,0,0,0,0,0,0,0,0,0,0
2035_Renewals04.18.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
2039_April07 CS Report.xls,3,570,2,0,0,168,157,43,128,62,166,0,0
2041_Flash-CIS Metrics Apr07.xls,30,2618,0,0,0,437,347,849,309,10,1015,0,0
2043_Flash-CIS Metrics Mar07.xls,29,2563,0,0,0,406,319,760,346,10,966,0,0
2044_April 07 reports.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
2046_Renewals03.13.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
"20465_Weekly Analysis Jul 9, 2006.xls",11,198,0,0,0,86,40,56,31,40,112,0,0
2047_renewals04.16.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
20472_STRATFORSECURITY_100815.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
2050_Flash-CIS Metrics Apr07.xls,9,780,0,0,0,134,107,240,99,10,285,0,0
2051_Flash-CIS Metrics Apr07.xls,16,1388,0,0,0,239,191,438,171,10,544,0,0
2053_Renewals04.04.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
2058_March2007 CS Report.xls,11,2302,10,0,0,616,579,157,470,62,612,0,0
20585_Online Analysis - Week of July 16.xls,11,212,0,0,0,87,42,53,35,42,113,0,0
2063_Flash-CIS Metrics Apr07.xls,17,1480,0,0,0,254,203,466,184,10,579,0,0
20636_Confederation Program.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
2065_Flash-CIS Metrics Apr07.xls,4,350,0,0,0,59,47,104,47,10,117,0,0
2066_biblioteca.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
20675_Supervisor Evaluation.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
2068_Flash-CIS Metrics May07.xls,8,753,0,0,0,124,103,226,120,10,284,0,0
2069_April07 CS Report.xls,16,3408,30,0,0,896,813,228,684,62,891,0,0
207_Daily PR January 2006.xls,7,0,0,0,0,0,0,0,0,0,0,0,0
2070_Renewals04.19.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
2071_April07 CS Report.xls,8,1670,7,0,0,448,421,114,342,62,445,0,0
20722_Confederation Program Status.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
2073_Renewals05.01.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
20734_Online Analysis - Week of Sept. 3.xls,11,275,0,0,0,88,44,50,39,73,113,0,0
"20745_Online_Analysis Jul 16, 2009.xls",11,236,0,0,0,82,33,45,38,41,97,0,0
2076_May 07 reports.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
2077_Flash-CIS Metrics Apr07.xls,8,692,0,0,0,119,95,212,88,10,248,0,0
2078_Flash-CIS Metrics Apr07.xls,22,1910,0,0,0,325,259,603,233,10,743,0,0
208_Daily PR January 2006.xls,9,0,0,0,0,0,0,0,0,0,0,0,0
20800_Monitoring Guide 080102.xls,13,0,0,0,0,0,0,0,0,0,0,0,0
20801_PhoneListStratfor 9-2-2009.xls,2,0,0,0,0,0,0,0,0,0,0,0,0
2081_March2007 CS Report.xls,13,2706,12,0,0,728,684,186,555,62,723,0,0
2082_April07 CS Report.xls,14,3004,13,0,0,784,738,199,599,62,780,0,0
2084_Flash-CIS Metrics May07.xls,3,208,0,0,0,34,28,48,39,10,70,0,0
20888_Foreign Rights.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
20891_RoomingListforCedarCreek07.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
209_Daily PR January 2006.xls,10,0,0,0,0,0,0,0,0,0,0,0,0
20908_Friedman Galley List.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
2095_April07 CS Report.xls,10,2140,9,0,0,560,527,142,428,62,557,0,0
20960_PR Report - Q2 2011.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
2098_April 07 reports.xls,4,0,0,0,0,0,0,0,0,0,0,0,0
2100_Renewals04.24.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
2101_Renewals03.22.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
2102_May2007 CS Report.xls,7,1413,6,0,0,383,357,95,295,62,380,0,0
2103_Renewals05.08.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
2104_renewals 05.17.07.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
2105_Renewals04.25.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
2114_May 07 reports.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
21212_Papic Contacts2.xls,4,0,0,0,0,0,0,0,0,0,0,0,0
2124_April07 CS Report.xls,20,4340,37,0,0,1118,1015,284,856,66,1113,0,0
2129_Renewals03.27.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
2131_renewals 05.15.07.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
2136_Renewals04.23.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
214_Daily PR January 2006.xls,16,0,0,0,0,0,0,0,0,0,0,0,0
2141_April07 CS Report.xls,7,1438,6,0,0,392,368,100,299,62,389,0,0
21424_TIMETEMPLATE.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
21448_NOV Locations 071105.xls,2,2,0,0,0,2,0,2,0,1,2,0,0
2146_Flash-CIS Metrics Apr07.xls,23,2003,0,0,0,339,270,639,242,10,778,0,0
2148_Renewals04.03.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
2149_April07 CS Report.xls,21,4508,39,0,0,1174,1065,299,898,66,1168,0,0
215_Daily PR January 2006.xls,12,0,0,0,0,0,0,0,0,0,0,0,0
2152_Renewals05.07.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
21533_Stratfor Time Sheet.xls,1,9,0,0,0,3,9,1,5,4,6,0,1
21547_Kotok Reservations-August 2009.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
2157_Flash-CIS Metrics Apr07.xls,24,2094,0,0,0,353,281,671,252,10,811,0,0
2158_Renewals04.13.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
2159_April 07 reports.xls,4,0,0,0,0,0,0,0,0,0,0,0,0
216_Daily PR January 2006.xls,14,0,0,0,0,0,0,0,0,0,0,0,0
2160_March2007 CS Report.xls,22,4738,41,0,0,1230,1116,313,940,66,1224,0,0
21623_COPYEDITOR SCHEDULE - 2008.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
21644_Skeet.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
2165_Flash-CIS Metrics Apr07.xls,3,261,0,0,0,44,35,73,37,10,82,0,0
2166_Renewals05.03.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
21669_calkins timesheet 12.15.07 copy.xls,1,9,0,0,0,3,9,1,5,4,6,0,1
2169_Renewals05.02.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
2170_Flash-CIS Metrics May07.xls,4,318,0,0,0,52,43,85,55,10,114,0,0
2171_May2007 CS Report.xls,3,338,1,0,0,112,104,29,85,62,110,0,0
2174_Subscription Report 05-15-07.xls,1,4,0,0,0,4,2,4,0,1,3,0,0
21772_Regular Employee by Country and Work Location.xlsx,2,0,0,0,0,0,0,0,0,0,0,0,0
2181_Renewals04.06.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
2182_Flash-CIS Metrics May07.xls,7,642,0,0,0,106,88,186,104,10,237,0,0
2185_April07 CS Report.xls,15,3240,14,0,0,840,791,213,642,62,836,0,0
2186_Flash-CIS Metrics Apr07.xls,29,2528,0,0,0,423,336,818,298,10,978,0,0
2187_April 07 reports.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
21870_Calkins timesheet 2.29. 08.xls,1,13,0,0,0,3,9,1,5,8,6,0,1
2188_LoginStats0407.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
2190_May2007 CS Report.xls,6,1200,5,0,0,336,315,87,255,62,333,0,0
2191_Flash-CIS Metrics May07.xls,2,113,0,0,0,17,14,23,25,10,36,0,0
21919_RoomingListforCedarCreek08.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
21947_Headcount 07.24.09.xls,2,6,0,0,0,2,4,6,0,1,6,0,0
2198_Renewals04.27.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
2200_Flash-CIS Metrics Apr07.xls,10,868,0,0,0,149,119,270,109,10,322,0,0
2202_LoginStats0307.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
2204_May2007 CS Report.xls,4,804,3,0,0,224,210,57,171,62,222,0,0
2210_May2007 CS Report.xls,6,1200,5,0,0,336,315,87,255,62,333,0,0
2211_Renewals04.12.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
2212_April07 CS Report.xls,9,1904,8,0,0,504,474,128,385,62,501,0,0
22141_2008 Budget Template.xls,3,132,0,0,0,22,40,5,30,17,46,0,0
22142_2008 Budget Information.xls,4,255,1,0,0,33,37,17,24,93,43,0,1
2218_renewals 05.22.07.xlsx,3,0,0,0,0,0,0,0,0,0,0,0,0
2219_May2007 CS Report.xls,3,570,2,0,0,168,157,43,128,62,166,0,0
222_Daily PR January 2006.xls,11,0,0,0,0,0,0,0,0,0,0,0,0
2220_Renewals05.04.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
2229_April07 CS Report.xls,13,2770,12,0,0,728,685,185,556,62,724,0,0
223_Daily PR January 2006.xls,13,0,0,0,0,0,0,0,0,0,0,0,0
2242_Renewals 05.16.07.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
2243_April07 CS Report.xls,17,3638,31,0,0,950,862,242,725,66,945,0,0
2245_Renewals04.26.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
225_Daily PR January 2006.xls,18,0,0,0,0,0,0,0,0,0,0,0,0
22547_rsnf.xls,6,0,0,0,0,0,0,0,0,0,0,0,0
2257_Flash-CIS Metrics Apr07.xls,26,2273,0,0,0,381,303,734,271,10,882,0,0
2260_April07 CS Report.xls,18,3870,33,0,0,1006,913,256,770,66,1001,0,0
227_PR February 2006.xls,5,0,0,0,0,0,0,0,0,0,0,0,0
2270_renewals 05.15.07.xlsx,3,0,0,0,0,0,0,0,0,0,0,0,0
22755_COPYEDITOR SCHEDULE - NEW.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
2281_May2007 CS Report.xls,3,108,0,0,0,56,51,15,42,6,54,0,0
2287_May2007 CS Report.xls,5,972,4,0,0,280,262,72,213,62,277,0,0
229_Daily PR January 2006.xls,17,0,0,0,0,0,0,0,0,0,0,0,0
2291_349 List 5-11-07.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
231_Daily PR January 2006.xls,20,0,0,0,0,0,0,0,0,0,0,0,0
23192_calkins timesheet 1.15.08.xls,1,9,0,0,0,3,9,1,5,4,6,0,1
232_PR February 2006.xls,6,0,0,0,0,0,0,0,0,0,0,0,0
2321_Stratfor Paid Members by Country.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
23237_COPYEDITOR SCHEDULE - NEW.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
23239_Monitoring Schedules Coverage - 090518.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
23248_Stratfor - Employee Evaluation.xls,1,80,0,0,0,70,37,69,1,11,40,0,0
2326_Ghost Septemeber 2008.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
235_Daily PR January 2006.xls,22,0,0,0,0,0,0,0,0,0,0,0,0
2350_rebate checks.xls,4,6,0,0,0,4,2,3,1,3,4,0,0
237_ezmlm.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
24016_Emily McCullar Inv. 19.xls,1,1,0,0,0,0,0,1,0,1,2,0,1
241_PR February 2006.xls,21,0,0,0,0,0,0,0,0,0,0,0,0
2416_orders in processing.xls,3,6,0,0,0,0,0,0,3,2,3,0,0
24163_COPYEDITOR SCHEDULE - NEW.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
2422_Stratfor_gift_membership_form.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
243_PR February 2006.xls,4,0,0,0,0,0,0,0,0,0,0,0,0
244_Daily PR January 2006.xls,15,0,0,0,0,0,0,0,0,0,0,0,0
2442_Stratfor Expense Report.xls,2,10,0,0,0,7,4,4,4,2,9,0,0
24439_GL802141.xls,3,130,3,0,0,1,11,4,15,78,36,0,1
2447_New Gift List.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
2448_difficult international orders.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
245_Fortune 1000.xls,2,0,0,0,0,0,0,0,0,0,0,0,0
24501_calkins timesheet 12.31.07.xls,1,9,0,0,0,3,9,1,5,4,6,0,1
24554_Theme Page Dir.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
24597_Calkins timesheet 3.31.08.xls,1,17,0,0,0,3,9,1,5,12,6,0,1
2463_orders in processing.xls,3,6,0,0,0,0,0,0,3,2,3,0,0
2477_orders in processing.xls,3,6,0,0,0,0,0,0,3,2,3,0,0
2494_RedAlert 12-16-2008.xls,2,0,0,0,0,0,0,0,0,0,0,0,0
2500_orders in processing.xls,3,6,0,0,0,0,0,0,3,2,3,0,0
2505_difficult intl 010809 thru 011909.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
25131_Russian Defense Budget - 071212.xls,5,507,0,0,0,60,46,33,41,144,100,0,0
2517_batch jan 26 .xls,3,0,0,0,0,0,0,0,0,0,0,0,0
2529_orders in processing.xls,3,6,0,0,0,0,0,0,3,2,3,0,0
2531_Amazon batch order for jan 28 and jan 29.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
256_2006-Q1 Campaign Schedule - rev.2-17-06.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
2568_13-Jan-2009_to_16-Jan-2009.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
2571_SalesSplit.xls,4,24,0,0,0,1,1,0,1,24,1,0,0
25770_Calkins timesheet 4.15.08.xls,1,13,0,0,0,3,9,1,5,8,6,0,1
25771_Calkins timesheet 4.30.08.xls,1,13,0,0,0,3,9,1,5,8,6,0,1
258_PR February 2006.xls,9,0,0,0,0,0,0,0,0,0,0,0,0
2583_amazon manual entries 01222009.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
25949_Calkins timesheet 5.31.08.xls,1,17,0,0,0,3,9,1,5,12,6,0,1
2604_Stratfor Service Agreement - Port of Melbourne Corp 2009.xls,3,1,0,0,0,1,1,1,0,1,0,0,0
26135_Emily McCullar Inv. 11.xls,1,1,0,0,0,0,0,1,0,1,2,0,1
2617_international Orders.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
26454_Emily McCullar Inv. 7.xls,1,1,0,0,0,0,0,1,0,1,2,0,1
265_PR February 2006.xls,16,0,0,0,0,0,0,0,0,0,0,0,0
26765_Analyst timesheet - .xls,14,87,11,0,0,3,14,0,3,29,3,0,0
268_2006-Q1 Campaign Schedule - rev.2-23-06.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
26851_TSPSRoomingList2011.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
26856_Emily McCullar Inv. 12.xls,1,1,0,0,0,0,0,1,0,1,2,0,1
27082_080711-time sheet.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
271_PR February 2006.xls,7,0,0,0,0,0,0,0,0,0,0,0,0
27190_11RoomingList.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
273_PR February 2006.xls,13,0,0,0,0,0,0,0,0,0,0,0,0
27345_Emily McCullar Inv. 8.xls,1,1,0,0,0,0,0,1,0,1,2,0,1
275_PR February 2006.xls,14,0,0,0,0,0,0,0,0,0,0,0,0
"2757_PR  Analytics Feb 20-26, 2009.xls",13,23,0,0,0,19,0,16,3,3,19,0,0
276_Daily PR March 2006.xls,4,0,0,0,0,0,0,0,0,0,0,0,0
27616_CV Locations.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
27625_Calkins timesheet 9.30.08.xls,1,10,0,0,0,3,8,1,5,5,6,0,1
2773_Stratfor Service Agreement - Port of Melbourne Corp 2008.xls,3,1,0,0,0,1,1,1,0,1,0,0,0
27736_11RoomingList.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
2774_Stratfor Service Agreement - St Edwards University Library 2009.xls,3,1,0,0,0,1,1,1,0,1,0,0,0
27740_Calkins timesheet 9.15.08.xls,1,12,0,0,0,3,9,1,5,7,6,0,1
278_Daily PR March 2006.xls,7,0,0,0,0,0,0,0,0,0,0,0,0
279_iPay Reconciliation Customer Service 00000000.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
27946_TIME SHEET 2.0 - .xls,17,78,16,0,0,25,99,18,7,12,41,0,0
28_Daily PR Report for November 2005 .xls,5,5,0,0,0,5,0,5,0,1,5,0,0
280_PR February 2006.xls,10,0,0,0,0,0,0,0,0,0,0,0,0
281_PhoneListStratfor_022206.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
2810_DNRTrend.xls,3,1,0,0,0,1,2,1,0,1,1,0,0
28110_%2ASF%7CNOV2008%7CML.xls,1,7,0,0,0,3,8,1,4,3,6,0,1
28243_Vietnam Oil Revenue.xls,3,15,0,0,0,15,16,15,0,1,30,0,0
"2825_20,000 countdown.xls",3,0,0,0,0,0,0,0,0,0,0,0,0
283_PR February 2006.xls,19,0,0,0,0,0,0,0,0,0,0,0,0
28334_SF%7CDEC2008%7CMLP.xls,1,6,0,0,0,3,8,1,4,3,6,0,1
287_Daily PR March 2006.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
28818_Calkins timesheet 8.15.08.xls,1,7,0,0,0,3,8,1,5,4,6,0,1
28821_Emily McCullar Inv. 9.xls,1,1,0,0,0,0,0,1,0,1,2,0,1
28978_Emily McCullar Inv. 14.xls,1,1,0,0,0,0,0,1,0,1,2,0,1
292_Daily PR March 2006.xls,5,0,0,0,0,0,0,0,0,0,0,0,0
2928_ZA Ball of Wax.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
2938_RedAlert-061709.xls,2,0,0,0,0,0,0,0,0,0,0,0,0
294_PR February 2006.xls,17,0,0,0,0,0,0,0,0,0,0,0,0
295_Daily PR March 2006.xls,12,0,0,0,0,0,0,0,0,0,0,0,0
2954_DNRTrend.xls,3,5,0,0,0,4,6,5,0,1,5,0,0
296_Daily PR March 2006.xls,15,0,0,0,0,0,0,0,0,0,0,0,0
29877_Emily McCullar Inv. 17.xls,1,1,0,0,0,0,0,1,0,1,2,0,1
299_PR February 2006.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
29965_11RoomingList.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
301_Opt Out-Cancellation Template.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
302_2006-Q1 Campaign Schedule - rev.3-10-06.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
304_Opt Out-Cancellation Customer Service 03212006.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
30408_Emily McCullar Pegasus Inv. 1.xls,1,1,0,0,0,0,0,1,0,1,2,0,1
30499_Emily McCullar Inv. 18.xls,1,1,0,0,0,0,0,1,0,1,2,0,1
305_Daily PR March 2006.xls,11,0,0,0,0,0,0,0,0,0,0,0,0
306_Welcome Call Log - April.xls,4,0,0,0,0,0,0,0,0,0,0,0,0
307_PR February 2006.xls,8,0,0,0,0,0,0,0,0,0,0,0,0
308_Daily PR March 2006.xls,16,0,0,0,0,0,0,0,0,0,0,0,0
309_Daily PR March 2006.xls,14,0,0,0,0,0,0,0,0,0,0,0,0
3096_update renewal paths for october 99 renewals.xls,4,0,0,0,0,0,0,0,0,0,0,0,0
310_Opt Out-Cancellation Customer Service 03212006.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
31061_Emily McCullar Inv. 19.xls,1,1,0,0,0,0,0,1,0,1,2,0,1
311_Daily PR March 2006.xls,8,0,0,0,0,0,0,0,0,0,0,0,0
31150_Emerson Travel Security - Top 20 - 33108.xls,2,0,0,0,0,0,0,0,0,0,0,0,0
31201_Emily McCullar Inv. 15.xls,1,1,0,0,0,0,0,1,0,1,2,0,1
3123_freelisters as of 08052009 counted by domain.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
314_Daily PR January 2006.xls,19,0,0,0,0,0,0,0,0,0,0,0,0
315_Daily PR March 2006.xls,10,0,0,0,0,0,0,0,0,0,0,0,0
3152_01-Jan-2009_to_19-Jun-2009.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
31720_Emily McCullar Pegasus Inv. 4.xls,1,1,0,0,0,0,0,1,0,1,2,0,1
31748_Markov Chain.xls,2,33,0,0,0,5,4,0,6,17,2,0,0
31800_List to be Disbanded.xlsx,3,0,0,0,0,0,0,0,0,0,0,0,0
3181_Draft Product Structure.xls,2,1,0,0,0,1,0,1,0,1,1,0,0
322_PR February 2006.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
32209_Stratfor Pro 12-10.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
32274_Organ Donor.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
32296_Organ Donor.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
"32639_Daily_Online_Analysis Nov 3, 2010.xls",19,117,0,0,0,16,21,6,10,60,15,0,0
32664_Hotel Attack Database-Updated 090821.xls,6,62,0,0,0,40,25,21,20,3,41,0,0
32690_Training Film .xls,2,0,0,0,0,0,0,0,0,0,0,0,0
328_PR February 2006.xls,11,0,0,0,0,0,0,0,0,0,0,0,0
"32975_Daily_Online_Analysis Nov 9, 2010.xls",19,115,0,0,0,16,21,6,10,60,15,0,0
33007_Samples Africa and Asia.xls,20,5,0,0,0,0,0,0,1,5,2,0,0
33008_Samples Americas.xls,15,0,0,0,0,0,0,0,0,0,0,0,0
33009_Samples Middle East and Europe.xls,9,0,0,0,0,0,0,0,0,0,0,0,0
33013_Cargo Data - June 2008.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
33015_Samples Dhows.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
3303_Stratfor Analysis Management Mock Document - Version B.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
331_QA Report- March.xls,32,0,0,0,0,0,0,0,0,0,0,0,0
"33103_Daily_Online_Analysis Dec 15, 2011.xls",8,118,0,0,0,5,9,3,2,105,5,0,0
33178_NCAA Bracket tourney.xlsx,2,18,0,0,0,5,8,4,1,14,5,0,0
33223_Copy of Colomb.xls,7,4,0,0,0,2,0,1,1,3,2,0,0
33312_US Jihadist Pl.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
3333_Book1.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
"33352_Daily_Online_Analysis Oct 14, 2010.xls",19,114,0,0,0,16,21,7,9,64,15,0,0
3339_kbr employees with individual memberships.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
33399_John-Merk-Fund_2010-12-22.xls,6,1,0,0,0,0,2,1,0,1,4,0,0
33410_Nathan Cummings 2010-12-22.xlsx,7,1060,0,0,0,1,8,0,6,209,10,0,1
3344_OrgChart2009SepAnn.xls,10,0,0,0,0,0,0,0,0,0,0,0,0
3346_Stats - MOFA Singapore.xls,3,3,0,0,0,2,0,1,1,2,2,0,0
33471_Surdna-Foundation_2010-12.xls,5,119,0,0,0,2,3,1,1,118,2,0,1
335_QA Report- March.xls,30,0,0,0,0,0,0,0,0,0,0,0,0
"33637_Daily_Online_Analysis Jan 04, 2011.xls",6,87,0,0,0,10,15,6,4,63,10,0,0
33642_US Jihadist Pl.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
337_Daily PR January 2006.xls,21,0,0,0,0,0,0,0,0,0,0,0,0
33763_Packard2010-12-23.xlsx,8,4913,0,0,0,2,20,1,11,1181,33,0,1
33876_Kresge-Foundation_2010-12.xlsx,0,0,0,0,0,0,0,0,0,0,0,0,0
340_Daily PR March 2006.xls,17,0,0,0,0,0,0,0,0,0,0,0,0
3413_McKinsey User Data SZF.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
34148_ghost international distribution by country code.xls,2,0,0,0,0,0,0,0,0,0,0,0,0
3427_PhoneListStratfor 9-2-2009.xls,2,0,0,0,0,0,0,0,0,0,0,0,0
344_Daily PR March 2006-1.xls,17,0,0,0,0,0,0,0,0,0,0,0,0
345_Daily PR March 2006.xls,18,0,0,0,0,0,0,0,0,0,0,0,0
346_April PR Report.xls,4,0,0,0,0,0,0,0,0,0,0,0,0
3468_kbr employees with individual memberships.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
348_Customer Service Daily Report 040706.xls,1,102,0,0,0,43,45,13,35,9,49,0,0
3486_249 upgrades from 08282007.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
34885_US Jihadist Pl.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
349_PR February 2006.xls,12,0,0,0,0,0,0,0,0,0,0,0,0
3495_PhoneListStratfor 10-06-2009.xls,2,0,0,0,0,0,0,0,0,0,0,0,0
34967_WestWind 2010.xlsx,6,2308,0,0,0,8,24,12,18,209,70,0,1
350_Welcome Call Log - April7.xls,5,0,0,0,0,0,0,0,0,0,0,0,0
352_Welcome and Thank you rotation.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
3523_September 07 reports.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
3524_Copy of November 2007 renewals.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
353_Welcome Call Log - April.xls,11,0,0,0,0,0,0,0,0,0,0,0,0
35391_Cedar Tree Fdn 2010.xlsx,3,0,0,0,0,0,0,0,0,0,0,0,0
35403_FloraFamilyFoundation 2010.xlsx,3,1522,0,0,0,2,3,0,4,658,7,0,1
35464_STATE LOCAL 2010-06-17.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
355_Welcome Call Log - April.xls,5,0,0,0,0,0,0,0,0,0,0,0,0
35537_CSMott 2010-12.xlsx,3,0,0,0,0,0,0,0,0,0,0,0,0
3556_Nov 2007 renewals.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
35587_11.30.10 Board Package.xls,9,242,0,0,0,86,143,38,74,21,188,0,1
35655_Production tracking 101130.xls,23,218,0,0,0,155,149,106,95,5,163,0,0
357_Daily PR March 2006.xls,20,0,0,0,0,0,0,0,0,0,0,0,0
35711_12.12.10 Draft 2011 Budget.xls,0,0,0,0,0,0,0,0,0,0,0,0,0
35712_11.30.10 Accrual Financials.xls,7,227,0,0,0,85,143,38,73,21,186,0,1
35713_11.30.10 Actual vs 09.09 ReFcst ver final.xls,14,1952,9,0,0,281,363,273,144,720,397,0,1
35829_2011.01.21 Draft 2011 Budget.xls,24,7692,43,10,0,1078,1288,798,707,1476,1793,0,1
35830_2011.01.22 Draft 2011 Budget.xls,24,7711,43,10,0,1083,1294,805,709,1476,1803,0,1
35869_Cash Flow 3-5-2011.xlsx,14,2556,12,11,0,126,159,213,151,237,480,0,0
359_April PR Report.xls,6,0,0,0,0,0,0,0,0,0,0,0,0
35905_eu.econ - danube trade.xlsx,5,184,2,0,0,16,14,4,17,56,22,0,3
